"","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","othblf2","pubact3","prvact2"
"495",10,1,1,1,1,1,2,"Female",67,"Some College","Unemployed","White","Christian","Married",1,2,5,1,2,2,1
"496",10,1,1,1,1,2,2,"Male",65,"High School","Unemployed","White","Catholic","Married",2,4,4,2,2,2,2
"497",10,1,2,1,1,1,2,"Female",47,"High School","Full Time","Hispanic","Christian","Married",3,2,1,4,2,2,1
"498",10,1,7,1,1,4,2,"Male",76,"High School","Self Employed","White","None","Separated",4,5,1,4,2,0,2
"499",10,1,7,1,2,4,2,"Male",44,"High School","Full Time","Other","Other","Married",4,2,1,5,2,0,2
"500",10,1,1,1,1,1,2,"Male",43,"High School","Self Employed","White","Christian","Married",1,4,5,1,2,2,2
"501",10,2,1,1,1,1,2,"Female",26,"High School","Full Time","White","Other","Single",3,4,4,4,2,2,1
"502",10,1,7,1,1,2,2,"Male",76,"High School","Unemployed","White","None","Married",2,4,5,4,2,0,2
"503",9,1,3,1,1,2,2,"Male",65,"High School","Unemployed","White","Christian","Married",2,4,1,4,2,2,2
"504",9,1,7,1,1,2,2,"Female",59,"High School","Full Time","White","Christian","Married",2,4,1,5,2,1,2
"505",10,1,7,1,1,1,2,"Female",47,"High School","Self Employed","White","None","Married",4,4,1,1,2,0,3
"506",10,1,2,1,1,1,2,"Female",20,"High School","Full Time","White","Other","Single",1,4,5,1,2,1,2
"507",10,1,4,1,1,2,2,"Female",34,"High School","Full Time","Hispanic","Catholic","Married",3,4,2,4,2,1,1
"508",6,1,7,1,1,2,2,"Female",61,"High School","Housewife","White","Catholic","Married",4,2,5,1,2,0,3
"509",10,1,2,1,1,1,2,"Male",33,"High School","Full Time","White","Christian","Married",2,4,5,5,2,2,3
"510",9,3,3,1,2,2,2,"Female",73,"High School","Unemployed","White","Christian","Separated",3,4,1,4,1,2,1
"511",10,4,1,1,1,1,2,"Female",52,"High School","Other","Black","Christian","Separated",1,4,4,4,2,2,2
"512",9,4,7,1,2,3,2,"Male",44,"High School","Full Time","White","Christian","Married",3,2,2,5,2,0,2
"513",10,1,7,1,1,1,2,"Female",77,"Some College","Unemployed","White","Christian","Separated",3,1,1,1,2,1,1
"514",1,-2,7,0,3,4,2,"Male",22,"High School","Full Time","White","None","Single",4,-2,-2,-2,1,0,3
"515",1,5,7,0,2,4,2,"Female",47,"High School","Full Time","White","Catholic","Separated",3,4,1,5,2,0,4
"516",-5,-5,-5,NA,-5,1,2,"Male",64,"Some College","Unemployed","White",NA,"Married",-5,-5,-5,-5,2,2,-5
"517",10,1,2,1,1,2,2,"Female",22,"High School","Self Employed","White","Other","Single",2,2,5,2,2,2,2
"518",9,1,2,1,1,1,2,"Female",73,"High School","Other","Black","Other","Separated",2,4,2,2,2,2,1
"519",10,1,3,1,1,2,2,"Female",44,"High School","Full Time","White","Christian","Married",1,2,4,2,2,1,2
"520",1,3,7,0,3,4,2,"Male",33,"High School","Full Time","Hispanic","None","Married",4,5,2,5,2,0,3
"521",10,3,1,1,1,1,2,"Female",18,"High School","Other","Other","Other","Single",4,2,4,4,2,2,1
"522",10,-2,5,1,1,1,2,"Male",48,"High School","Full Time","Hispanic","Christian","Married",3,4,4,4,2,0,2
"523",10,5,4,1,1,2,2,"Female",27,"High School","Full Time","White","Other","Single",1,4,5,2,2,0,1
"524",10,1,6,1,1,1,2,"Female",50,"High School","Full Time","Black","None","Married",3,1,1,1,2,0,2
"525",9,2,7,1,1,3,2,"Female",34,"High School","Full Time","White","None","Single",3,4,1,4,2,0,1
"526",6,1,6,1,1,2,2,"Male",36,"High School","Unemployed","Other","None","Married",2,2,2,2,2,0,3
"527",1,2,7,0,3,4,2,"Female",30,"High School","Full Time","White","None","Married",4,5,1,5,2,0,2
"528",9,1,2,0,1,2,2,"Female",67,"High School","Unemployed","White","Catholic","Separated",2,4,2,4,2,2,2
"529",10,1,3,1,1,1,2,"Male",20,"High School","Full Time","Black","None","Single",2,4,4,4,2,2,1
"530",6,1,6,1,2,3,2,"Female",43,"High School","Full Time","White","None","Married",3,5,2,4,2,0,2
"531",10,5,1,1,1,1,2,"Male",50,"High School","Other","White","Other","Single",2,4,1,4,2,2,2
"532",10,1,2,1,1,1,2,"Female",30,"High School","Housewife","White","Other","Married",2,4,1,5,2,2,2
"533",8,2,7,1,2,3,2,"Male",59,"Some College","Full Time","White","Christian","Single",3,4,2,4,1,1,2
"534",10,1,2,1,1,1,2,"Female",29,"High School","Unemployed","Hispanic","Other","Married",1,1,5,1,2,1,1
"535",1,6,7,1,3,4,2,"Male",37,"High School","Full Time","White","None","Married",4,5,1,5,1,0,3
"536",4,4,6,1,2,3,2,"Male",36,"High School","Self Employed","White","Christian","Single",3,4,4,4,2,0,3
"537",10,1,3,1,1,2,2,"Male",37,"High School","Full Time","White","Other","Married",2,2,4,2,2,1,1
"538",10,5,4,0,1,1,2,"Male",33,"High School","Full Time","Other","None","Married",1,1,4,4,2,1,1
"539",5,3,2,1,-2,2,2,"Male",33,"High School","Full Time","White","Christian","Married",3,1,4,2,2,1,2
"540",10,2,2,1,1,1,2,"Male",37,"High School","Full Time","White","Christian","Separated",1,2,5,1,2,2,2
"541",6,6,4,1,1,1,2,"Female",35,"High School","Housewife","Hispanic","None","Separated",2,4,4,4,1,1,2
"542",9,1,1,1,1,2,2,"Female",19,"High School","Other","White","Other","Single",1,1,4,1,2,2,3
"543",10,7,1,1,1,1,2,"Male",22,"High School","Full Time","Hispanic","Catholic","Married",1,2,2,4,1,2,3
"544",3,9,7,1,1,2,2,"Female",45,"High School","Full Time","White","None","Married",3,4,4,4,2,0,2
"545",6,5,7,1,1,3,2,"Male",54,"High School","Unemployed","White","Christian","Married",-2,4,2,4,1,0,3
"546",10,2,1,1,1,1,2,"Male",60,"High School","Other","White","Christian","Married",1,2,-2,5,2,2,2
"547",10,1,2,1,1,1,2,"Female",46,"High School","Full Time","White","Christian","Separated",2,1,5,4,2,2,1
"548",5,1,3,1,1,1,2,"Female",54,"High School","Full Time","White","None","Married",2,4,2,2,1,1,1
"549",10,1,1,1,1,1,2,"Male",36,"High School","Full Time","White","Christian","Separated",2,4,5,2,2,2,2
"550",10,1,6,1,1,2,2,"Male",57,"High School","Unemployed","White","Catholic","Married",3,5,1,4,2,1,2
"551",10,1,2,1,2,1,2,"Female",21,"High School","Full Time","Hispanic","Other","Single",2,4,4,2,2,2,2
"552",10,1,6,1,1,1,2,"Male",69,"Primary School","Full Time","Black","Christian","Married",2,1,4,2,2,1,2
"553",1,2,7,0,3,4,2,"Male",38,"High School","Full Time","White","None","Separated",3,5,1,5,2,0,3
"554",10,1,2,1,1,1,2,"Female",22,"High School","Full Time","White","Christian","Single",2,4,2,4,2,2,2
"555",6,1,7,1,2,3,2,"Male",59,"High School","Full Time","Black","Christian","Married",3,5,1,5,1,1,3
"556",1,1,7,1,2,4,2,"Female",60,"High School","Unemployed","Hispanic","None","Married",4,5,1,5,1,0,1
"557",10,1,2,1,1,1,2,"Female",38,"High School","Full Time","White","Other","Married",2,4,4,4,2,1,1
"558",4,1,7,1,2,2,2,"Female",58,"Some College","Full Time","White","None","Single",2,4,1,4,2,0,3
"559",8,1,2,1,1,1,2,"Female",51,"High School","Full Time","White","Catholic","Single",3,4,1,1,1,1,3
"560",10,5,6,1,1,1,2,"Male",43,"High School","Full Time","Black","Other","Married",3,4,4,4,2,1,1
"561",10,1,1,1,1,1,2,"Female",75,"High School","Unemployed","White","Catholic","Married",1,1,4,1,2,2,1
"562",10,2,1,1,1,1,2,"Female",54,"High School","Full Time","Black","Christian","Married",1,1,5,1,2,2,1
"563",8,1,7,1,1,3,2,"Female",28,"High School","Full Time","White","None","Single",3,5,4,4,2,0,2
"564",6,3,7,1,2,2,2,"Female",29,"High School","Unemployed","White","None","Married",3,4,1,4,2,0,1
"565",9,1,6,1,1,2,2,"Female",59,"High School","Full Time","White","Christian","Separated",3,2,4,5,2,1,2
"566",3,6,3,0,2,4,2,"Male",21,"High School","Full Time","White","Catholic","Single",3,5,1,4,2,1,3
"567",10,1,6,1,1,1,2,"Male",57,"High School","Full Time","Black","Christian","Married",2,1,2,4,2,0,2
"568",7,2,3,1,2,3,2,"Female",19,"High School","Full Time","White","Christian","Single",3,5,1,5,2,0,2
"569",10,1,1,1,1,1,2,"Male",38,"High School","Full Time","Hispanic","Other","Married",1,4,4,1,2,2,1
"570",10,1,2,1,1,1,2,"Female",20,"High School","Full Time","Hispanic","Catholic","Single",1,5,4,4,2,1,3
"571",10,1,7,1,1,2,2,"Female",49,"High School","Full Time","White","Catholic","Married",1,4,1,1,2,1,2
"572",3,1,6,1,1,4,2,"Male",36,"High School","Unemployed","White","None","Single",3,5,2,4,2,0,3
"573",7,3,7,0,3,4,2,"Male",29,"High School","Full Time","White","Christian","Married",4,5,1,5,1,0,2
"574",10,2,2,1,2,2,2,"Male",39,"High School","Full Time","Hispanic","Catholic","Married",2,4,1,5,2,1,2
"575",10,1,6,1,1,1,2,"Male",27,"High School","Full Time","White","Other","Married",2,2,5,2,2,0,2
"576",10,1,2,1,1,1,2,"Male",18,"High School","Full Time","White","Christian","Single",1,2,4,2,2,1,1
"577",10,2,1,1,1,1,2,"Female",66,"High School","Other","Black","None","Widowed",1,4,4,4,2,2,2
"578",8,1,7,1,1,3,2,"Female",45,"High School","Full Time","White","Christian","Single",2,2,4,2,2,0,3
"579",6,1,2,0,1,2,2,"Female",42,"Some College","Self Employed","White","Catholic","Married",2,5,2,4,2,2,2
"580",10,1,1,1,2,1,2,"Female",37,"High School","Full Time","Hispanic","Other","Separated",2,1,2,2,2,2,2
"581",10,1,5,1,2,-2,2,"Female",53,"High School","Unemployed","Black","Other","Married",3,4,1,5,2,0,2
"582",10,1,1,1,1,1,2,"Male",72,"High School","Unemployed","White","Christian","Married",1,2,5,1,2,2,1
"583",10,6,6,1,1,1,2,"Male",67,"High School","Unemployed","Hispanic","Other","Married",3,4,4,4,2,1,2
"584",10,2,2,1,1,1,2,"Female",33,"High School","Full Time","Black","Other","Married",2,2,4,2,2,2,1
"585",10,1,1,1,1,1,2,"Male",33,"High School","Full Time","White","Other","Married",1,1,5,1,2,2,2
"586",5,1,7,0,2,3,2,"Male",20,"High School","Unemployed","White","Christian","Single",2,5,2,4,2,1,2
"587",6,1,7,1,2,2,2,"Male",47,"High School","Full Time","White","None","Married",3,5,1,4,2,0,2
"588",10,1,5,1,1,1,2,"Male",53,"High School","Full Time","Black","Other","Separated",3,2,4,4,2,0,1
"589",10,1,3,1,1,2,2,"Male",37,"High School","Full Time","White","Christian","Married",2,4,4,4,2,0,2
"590",5,5,7,0,2,3,2,"Male",26,"High School","Full Time","Hispanic","None","Married",2,4,4,4,1,0,2
"591",9,1,7,1,1,3,2,"Male",19,"High School","Unemployed","White","Christian","Single",2,4,2,2,1,0,2
"592",10,1,1,1,1,1,2,"Male",52,"Primary School","Full Time","White","Christian","Married",2,1,4,1,2,2,2
"593",10,1,1,1,1,1,2,"Female",72,"High School","Other","White","Christian","Widowed",1,1,4,4,2,2,2
"594",10,1,2,1,1,1,2,"Female",41,"High School","Housewife","White","Catholic","Married",2,5,5,1,2,1,2
"595",5,5,7,0,2,3,2,"Male",46,"High School","Full Time","White","None","Married",2,4,4,4,2,0,4
"596",10,1,1,1,1,1,2,"Male",22,"High School","Full Time","White","Christian","Single",1,1,4,1,2,2,2
"597",10,1,2,1,1,2,2,"Male",51,"High School","Full Time","Black","Other","Separated",1,5,1,1,1,2,3
"598",10,2,2,1,1,1,2,"Female",61,"High School","Unemployed","White","Other","Married",1,2,5,1,2,2,2
"599",10,1,4,1,1,2,2,"Female",27,"High School","Housewife","White","Christian","Married",2,4,4,4,2,1,2
"600",6,1,7,1,2,3,2,"Female",40,"High School","Full Time","White","Christian","Married",4,4,2,5,2,0,2
"601",10,1,2,1,1,1,2,"Female",22,"High School","Full Time","White","Christian","Single",2,4,1,2,2,2,2
"602",10,2,1,1,1,1,2,"Male",23,"High School","Full Time","Black","Christian","Married",1,2,1,4,2,2,2
"603",10,2,1,1,1,1,2,"Female",28,"High School","Full Time","Hispanic","Other","Separated",2,2,2,4,2,2,2
"604",5,4,5,1,1,3,2,"Male",36,"High School","Full Time","Hispanic","None","Married",3,2,4,2,2,0,1
"605",10,1,2,1,1,2,2,"Male",21,"High School","Self Employed","White","Christian","Single",2,2,1,2,2,1,2
"606",10,1,1,1,1,2,2,"Female",44,"High School","Self Employed","White","Christian","Separated",1,4,2,4,2,2,1
"607",1,1,-2,0,3,4,2,"Male",50,"High School","Other","White","None","Separated",4,5,1,4,1,0,3
"608",7,5,6,1,1,1,2,"Female",44,"High School","Other","White","Other","Married",2,4,4,4,2,1,2
"609",10,1,2,1,1,1,2,"Female",69,"High School","Unemployed","White","Christian","Married",1,2,4,1,2,2,1
"610",10,3,3,1,1,2,2,"Female",45,"Some College","Full Time","White","Christian","Married",2,4,4,4,2,1,2
"611",6,-2,4,0,2,4,2,"Male",22,"High School","Full Time","White","None","Single",-2,-2,-2,-2,2,0,3
"612",10,1,2,1,1,1,2,"Female",48,"High School","Full Time","White","Other","Married",1,1,5,1,2,2,2
"613",2,2,7,1,1,3,2,"Female",28,"High School","Full Time","White","None","Single",3,4,1,2,2,0,2
"614",10,1,2,1,1,1,2,"Male",19,"High School","Full Time","White","Other","Single",1,4,4,2,2,1,2
"615",9,5,3,1,1,2,2,"Female",43,"High School","Full Time","White","Christian","Married",2,4,4,4,1,1,3
"616",10,3,4,1,1,1,2,"Male",32,"High School","Full Time","White","Christian","Married",1,2,1,4,2,1,3
"617",10,1,2,1,1,1,2,"Male",52,"Degree","Full Time","White","Other","Married",1,1,5,1,2,2,1
"618",10,2,2,1,1,1,2,"Female",51,"High School","Full Time","White","Catholic","Married",2,2,4,2,2,2,2
"619",-5,-5,-5,NA,-5,1,2,"Female",43,"High School","Other","Black",NA,"Single",-5,-5,-5,-5,2,1,-5
"620",10,2,2,1,1,1,2,"Female",63,"High School","Unemployed","White","Catholic","Married",2,2,4,4,1,2,1
"621",10,1,7,1,1,1,2,"Male",21,"High School","Other","White","None","Single",3,1,5,1,2,1,3
"622",1,10,7,0,2,4,2,"Male",59,"High School","Full Time","White","None","Married",2,5,1,5,2,0,3
"623",8,1,4,1,1,2,2,"Male",29,"Degree","Full Time","White","Catholic","Married",3,4,1,5,1,1,1
"624",10,1,2,1,1,1,2,"Male",54,"High School","Full Time","White","Christian","Married",2,1,4,1,2,2,2
"625",8,2,5,1,1,2,2,"Male",54,"High School","Full Time","White","Christian","Married",2,4,4,2,2,1,2
"626",10,2,4,1,1,3,2,"Female",54,"High School","Self Employed","White","Christian","Married",2,1,2,4,2,1,2
"627",10,1,2,1,1,2,2,"Male",34,"Some College","Full Time","Other","Christian","Married",2,4,4,4,2,2,1
"628",9,1,2,1,1,1,2,"Female",62,"Primary School","Full Time","White","Catholic","Married",2,5,2,5,2,2,2
"629",10,1,7,1,1,1,2,"Female",50,"High School","Other","White","Catholic","Separated",1,4,2,5,2,1,1
"630",10,2,2,1,1,1,2,"Male",42,"High School","Full Time","White","Other","Married",1,2,4,1,2,2,3
"631",9,1,2,1,1,1,2,"Female",68,"High School","Unemployed","White","Catholic","Married",2,4,1,2,2,2,3
"632",1,1,7,0,2,3,2,"Male",39,"High School","Full Time","White","Other","Single",3,5,2,4,2,0,2
"633",10,5,1,1,1,1,2,"Male",57,"High School","Other","Black","Other","Separated",2,2,2,2,2,2,1
"634",10,1,5,1,1,1,2,"Female",54,"High School","Other","Hispanic","Christian","Single",2,4,4,4,2,1,1
"635",10,1,7,1,1,3,2,"Male",47,"High School","Other","White","Catholic","Single",4,5,1,5,1,0,4
"636",10,1,2,1,1,1,2,"Male",87,"High School","Self Employed","White","Christian","Married",2,4,5,1,2,2,2
"637",2,1,7,0,2,4,2,"Female",52,"High School","Full Time","White","None","Married",3,5,1,5,2,0,4
"638",3,1,2,1,2,3,2,"Female",36,"High School","Housewife","White","Christian","Married",3,5,1,5,2,1,3
"639",6,1,7,1,1,3,2,"Male",54,"High School","Full Time","White","Catholic","Married",3,4,2,2,2,1,2
"640",10,1,2,1,1,1,2,"Female",45,"High School","Full Time","White","Catholic","Married",1,4,2,4,2,2,1
"641",10,5,3,1,1,2,2,"Male",48,"Some College","Full Time","Other","Christian","Married",2,1,1,1,2,2,1
"642",10,1,2,1,1,1,2,"Female",29,"High School","Housewife","White","Christian","Married",3,4,5,4,2,2,1
"643",10,3,2,1,1,1,2,"Female",58,"High School","Unemployed","White","Christian","Married",2,4,4,2,2,2,3
"644",10,1,1,1,1,1,2,"Female",46,"High School","Full Time","Black","Other","Single",1,1,5,1,2,2,3
"645",10,1,3,1,1,2,2,"Female",46,"High School","Housewife","White","None","Married",2,4,1,5,1,0,2
"646",10,1,1,1,1,1,2,"Female",60,"High School","Housewife","White","Christian","Married",2,1,5,1,2,2,1
"647",10,1,4,1,1,1,2,"Male",40,"High School","Full Time","White","Catholic","Married",-2,2,4,2,2,1,-2
"648",1,2,7,0,2,3,2,"Male",57,"High School","Other","White","None","Separated",4,4,5,5,2,0,3
"649",7,1,3,0,1,2,2,"Male",63,"High School","Full Time","White","Christian","Married",3,2,2,4,2,1,2
"650",10,1,4,1,1,2,2,"Female",41,"High School","Full Time","Hispanic","Catholic","Single",2,4,4,4,2,1,3
"651",10,1,1,1,1,1,2,"Male",23,"High School","Full Time","White","Christian","Single",1,4,5,2,2,2,1
"652",3,1,7,0,2,3,2,"Female",56,"Degree","Self Employed","White","Judaism","Separated",4,5,1,5,2,0,2
"653",10,1,6,1,1,3,2,"Male",47,"High School","Full Time","White","Other","Married",2,4,1,2,2,0,1
"654",10,1,3,1,1,1,2,"Female",33,"High School","Full Time","Black","Other","Single",1,1,1,1,2,1,1
"655",10,1,7,1,2,2,2,"Female",56,"High School","Other","White","Catholic","Single",3,5,1,1,2,1,2
"656",10,5,3,1,1,1,2,"Female",28,"Some College","Unemployed","White","Other","Single",2,1,4,1,2,2,1
"657",9,10,7,1,2,4,2,"Male",54,"High School","Full Time","White","Catholic","Separated",4,4,5,4,2,0,2
"658",10,1,4,1,1,2,2,"Female",60,"High School","Full Time","White","Catholic","Married",2,2,2,2,1,1,2
"659",9,1,5,1,1,3,2,"Female",52,"High School","Unemployed","White","None","Married",3,4,2,5,2,0,2
"660",10,1,1,1,1,1,2,"Female",75,"High School","Unemployed","White","Catholic","Widowed",1,4,5,2,2,2,2
"661",9,5,7,1,1,2,2,"Male",39,"High School","Full Time","White","None","Single",3,4,1,4,2,1,2
"662",10,5,7,1,2,2,2,"Male",33,"High School","Full Time","White","None","Married",2,4,4,4,2,0,2
"663",6,2,7,1,1,2,2,"Male",39,"High School","Self Employed","White","Christian","Married",2,4,4,4,2,0,3
"664",10,1,1,1,1,1,2,"Female",43,"High School","Full Time","Black","Other","Single",2,1,4,4,2,2,1
"665",10,1,2,1,1,1,2,"Female",59,"Primary School","Other","Black","Other","Separated",3,1,1,1,2,2,3
"666",10,1,6,1,1,2,2,"Male",30,"High School","Full Time","White","Christian","Married",1,2,5,4,2,1,1
"667",10,1,2,1,1,1,2,"Male",81,"High School","Unemployed","White","Christian","Married",2,1,5,1,2,2,1
"668",10,1,3,1,1,2,2,"Male",56,"High School","Full Time","White","Catholic","Single",2,4,4,4,1,2,3
"669",10,3,7,1,1,2,2,"Female",42,"High School","Full Time","White","None","Widowed",2,4,4,4,2,0,2
"670",10,1,7,1,1,3,2,"Male",64,"High School","Unemployed","White","None","Separated",3,4,1,1,2,0,1
"671",7,1,4,1,2,3,2,"Male",66,"Primary School","Unemployed","White","Catholic","Married",3,4,4,2,1,0,2
"672",10,5,7,1,1,2,2,"Female",23,"High School","Other","Other","None","Separated",2,4,2,4,2,0,2
"673",10,2,5,1,1,1,2,"Female",59,"High School","Unemployed","White","Christian","Separated",2,2,2,2,2,1,2
"674",6,1,7,0,2,3,2,"Female",27,"High School","Full Time","White","None","Married",3,5,1,5,2,0,2
"675",8,2,3,1,1,3,2,"Female",26,"High School","Housewife","White","Catholic","Married",1,5,5,4,2,1,3
"676",10,1,5,1,1,2,2,"Female",25,"High School","Full Time","White","Catholic","Single",1,1,5,1,2,1,1
"677",10,5,3,1,1,1,2,"Male",48,"High School","Unemployed","Black","None","Single",2,1,1,1,2,1,1
"678",-5,-5,-5,NA,-5,4,2,"Female",50,"High School","Self Employed","White",NA,"Married",4,-5,-5,-5,1,0,-5
"679",5,5,2,1,1,1,2,"Male",70,"Primary School","Unemployed","Black","Other","Widowed",1,4,4,4,2,2,1
"680",10,1,7,1,1,1,2,"Male",39,"High School","Other","White","None","Married",2,4,4,4,2,1,1
"681",10,1,2,1,1,1,2,"Female",71,"High School","Unemployed","Black","Christian","Widowed",1,4,1,2,2,1,1
"682",10,2,6,1,1,3,2,"Male",37,"High School","Full Time","White","Christian","Married",2,4,4,4,2,0,3
"683",-5,-5,-5,NA,-5,4,2,"Male",22,"High School","Unemployed","White",NA,"Single",-5,-5,-5,-5,2,0,-5
"684",10,1,1,1,1,1,2,"Female",27,"High School","Full Time","White","Christian","Separated",2,4,4,2,2,2,1
"685",9,3,6,1,1,2,2,"Female",61,"Some College","Full Time","White","Catholic","Married",3,4,4,4,2,1,2
"686",6,1,7,0,2,3,2,"Female",23,"High School","Full Time","White","Catholic","Single",3,5,4,5,2,0,2
"687",10,1,6,1,1,1,2,"Female",43,"High School","Full Time","Black","Other","Single",4,4,4,4,2,1,2
"688",10,2,2,1,1,1,2,"Female",32,"High School","Full Time","Black","Other","Single",1,1,2,2,2,2,1
"689",6,5,2,1,1,1,2,"Female",33,"High School","Full Time","Other","Catholic","Married",2,4,4,4,1,2,2
"690",10,10,7,0,2,3,2,"Male",36,"High School","Other","White","None","Married",2,1,4,4,1,1,1
"691",10,1,2,1,2,1,2,"Female",44,"High School","Other","Black","None","Separated",1,1,2,2,2,2,1
"692",9,-2,2,1,1,2,2,"Male",31,"High School","Full Time","Other","Catholic","Married",2,-2,-2,-2,2,1,2
"693",10,1,1,1,1,1,2,"Female",25,"High School","Full Time","White","Christian","Single",1,2,5,2,2,2,1
"694",9,1,7,1,1,2,2,"Female",27,"High School","Full Time","White","None","Married",3,2,4,2,2,0,2
"695",10,6,2,1,1,1,2,"Male",66,"High School","Unemployed","Black",NA,"Widowed",2,5,4,4,2,2,2
"696",10,1,1,1,1,2,2,"Female",36,"High School","Full Time","Black","Other","Single",1,1,5,4,2,2,1
"697",10,1,2,1,1,1,2,"Male",44,"High School","Full Time","Other","Other","Single",1,2,2,2,2,2,1
"698",10,1,2,1,1,2,2,"Male",27,"High School","Full Time","White","Christian","Single",1,2,4,4,2,2,2
"699",8,5,6,1,1,2,2,"Female",54,"High School","Full Time","Black","None","Single",2,4,4,4,2,0,2
"700",1,6,7,0,2,4,2,"Male",46,"Some College","Self Employed","White","None","Married",4,5,1,4,1,0,3
"701",6,7,4,1,1,3,2,"Male",57,"Some College","Full Time","White","Judaism","Married",3,5,1,5,2,1,3
"702",10,1,6,1,1,2,2,"Female",55,"High School","Other","White","Other","Married",2,4,1,1,2,2,1
"703",10,1,2,1,1,1,2,"Female",50,"Some College","Other","White","Other","Separated",2,2,2,2,2,2,2
"704",1,5,7,1,2,3,2,"Female",79,"High School","Housewife","White","Judaism","Married",4,5,1,5,2,0,2
"705",7,1,6,0,1,2,2,"Male",43,"High School","Full Time","White","None","Married",3,4,2,2,1,1,3
"706",10,1,2,1,1,1,2,"Female",68,"High School","Unemployed","White","Christian","Married",2,2,-2,1,2,2,1
"707",1,1,3,0,2,3,2,"Male",44,"High School","Full Time","Black","None","Married",3,5,1,5,2,0,1
"708",7,4,7,1,2,3,2,"Male",37,"High School","Full Time","White","None","Single",2,4,2,2,1,1,1
"709",10,1,2,1,1,1,2,"Female",71,"High School","Unemployed","White","Christian","Married",1,2,1,2,2,2,1
"710",10,1,6,1,2,3,2,"Male",48,"High School","Full Time","White","Catholic","Married",3,1,2,1,2,0,3
"711",10,1,6,1,1,1,2,"Female",50,"High School","Housewife","White","None","Married",2,1,5,1,2,0,1
"712",10,1,4,1,1,1,2,"Female",45,"High School","Full Time","White","Catholic","Single",2,4,1,1,2,1,1
"713",-5,-5,-5,NA,-5,1,2,"Female",44,"High School","Self Employed","Other",NA,"Married",-5,-5,-5,-5,1,2,-5
"714",10,2,7,1,1,1,2,"Female",48,"High School","Full Time","White","None","Married",2,4,4,4,2,0,2
"715",10,2,2,1,1,1,2,"Male",37,"High School","Full Time","Other","Christian","Single",1,4,4,1,2,2,2
"716",5,2,7,1,1,4,2,"Male",52,"High School","Full Time","Hispanic",NA,"Separated",3,4,4,4,1,0,3
"717",10,1,1,1,1,1,2,"Male",51,"High School","Full Time","Black","Other","Married",4,1,1,1,2,2,1
"718",10,2,7,1,1,1,2,"Male",43,"High School","Self Employed","White","Catholic","Single",2,4,1,5,2,1,1
"719",10,1,7,1,1,-2,2,"Male",65,"Primary School","Other","White","None","Married",3,1,1,1,2,0,1
"720",5,5,2,1,1,1,2,"Female",20,"High School","Unemployed","Black","Other","Single",1,4,4,4,2,2,1
"721",10,1,1,1,1,1,2,"Male",54,"Some College","Self Employed","White","Christian","Married",2,4,5,2,2,2,1
"722",10,4,2,1,1,1,2,"Female",57,"High School","Other","White","Christian","Separated",1,1,2,2,2,2,1
"723",8,2,7,1,2,3,2,"Female",18,"High School","Other","White","None","Single",3,5,1,5,2,0,2
"724",10,1,2,1,1,1,2,"Male",84,"Some College","Unemployed","White","Christian","Married",1,4,1,2,2,2,2
"725",10,1,1,1,1,1,2,"Female",51,"High School","Full Time","White","Christian","Married",1,2,2,2,2,2,1
"726",10,1,3,1,1,1,2,"Male",35,"High School","Unemployed","Black","Other","Married",1,1,4,1,2,1,1
"727",10,1,1,1,1,1,2,"Female",53,"High School","Full Time","White","Christian","Married",2,2,5,1,2,2,2
"728",10,3,7,1,1,3,2,"Male",52,"High School","Other","White","None","Separated",3,1,4,5,2,0,2
"729",10,1,4,1,1,1,2,"Male",44,"High School","Other","Black","Christian","Separated",2,4,4,4,2,1,2
"730",2,2,7,1,2,4,2,"Male",31,"High School","Full Time","White","Catholic","Single",4,5,1,5,1,0,2
"731",8,2,5,0,2,1,2,"Male",41,"Some College","Full Time","White","Christian","Single",2,4,2,4,2,0,3
"732",10,2,2,1,2,3,2,"Female",34,"Primary School","Housewife","Hispanic","None","Married",2,1,4,1,2,2,3
"733",1,1,7,1,2,4,2,"Male",31,"High School","Self Employed","White","None","Married",4,5,1,5,2,0,2
"734",6,4,3,1,2,3,2,"Male",53,"Some College","Full Time","White","Catholic","Married",3,4,4,4,2,1,2
"735",6,2,7,1,1,3,2,"Female",24,"High School","Full Time","Other","Christian","Single",2,4,1,4,2,1,2
"736",10,1,6,1,1,2,2,"Female",40,"High School","Full Time","Hispanic","None","Married",3,4,2,4,2,0,2
"737",10,1,6,1,1,2,2,"Female",53,"High School","Full Time","Other","None","Separated",3,2,1,2,2,0,1
"738",7,1,6,1,1,3,2,"Female",43,"Degree","Full Time","White","Catholic","Single",3,5,2,5,2,0,2
"739",10,5,6,1,1,2,2,"Female",21,"High School","Other","White","Christian","Single",1,4,1,4,2,0,2
"740",10,1,2,1,1,1,2,"Male",58,"Primary School","Other","White","Other","Married",1,1,5,1,2,2,2
"741",7,6,2,1,2,2,2,"Male",28,"High School","Full Time","White","None","Separated",2,2,2,4,2,1,2
"742",10,6,5,1,1,1,2,"Male",64,"Some College","Unemployed","Black","Christian","Married",2,1,4,4,1,1,2
"743",10,1,1,1,1,1,2,"Female",45,"High School","Other","White","Other","Married",1,1,5,2,2,2,1
