"","X","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","prvblf2","prvblf3","prvblf4","othblf2","pubact2","prvact2","pubact3"
"2067",867,7,9,0,0,1,1,"2","Female",67,"High School","Self Employed","White","Christian","Married",3,5,1,5,NA,NA,NA,2,NA,2,0
"2068",868,9,9,5,1,2,3,"2","Female",46,"High School","Housewife","White","Christian","Married",2,1,4,1,NA,NA,NA,2,NA,1,2
"2070",870,6,9,3,1,2,1,"2","Female",41,"High School","Full Time","White","Catholic","Married",2,4,1,4,NA,NA,NA,2,NA,3,1
"2071",871,9,9,4,1,2,3,"2","Male",64,"High School","Unemployed","Other","Other","Separated",3,4,4,4,NA,NA,NA,2,NA,4,1
"2072",872,7,9,0,1,2,1,"2","Female",55,"High School","Housewife","White","Catholic","Married",3,4,1,4,NA,NA,NA,2,NA,2,1
"2073",873,6,9,1,1,2,2,"2","Male",59,"High School","Full Time","White","Christian","Married",1,1,2,2,NA,NA,NA,2,NA,2,1
"2074",874,9,9,5,1,2,3,"2","Female",36,"High School","Full Time","White","Other","Married",1,5,2,2,NA,NA,NA,2,NA,1,2
"2075",875,9,8,5,1,2,3,"2","Male",41,"High School","Full Time","White","Catholic","Married",2,4,1,2,NA,NA,NA,2,NA,1,2
"2076",876,7,6,2,1,2,2,"2","Female",53,"High School","Other","White","Christian","Married",3,4,1,4,NA,NA,NA,2,NA,1,2
"2077",877,8,9,2,1,2,2,"2","Female",58,"High School","Self Employed","White","Christian","Married",2,4,4,2,NA,NA,NA,2,NA,1,0
"2080",880,9,9,5,1,2,3,"2","Female",69,"Some College","Unemployed","White","Other","Married",3,4,1,5,NA,NA,NA,2,NA,1,2
"2082",882,5,5,3,1,1,1,"2","Male",29,"High School","Other","Black","Other","Single",3,4,4,4,NA,NA,NA,2,NA,2,0
"2083",883,9,9,5,1,1,1,"2","Male",43,"High School","Full Time","White","Catholic","Married",2,5,4,4,NA,NA,NA,2,NA,1,2
"2084",884,9,9,5,1,2,3,"2","Female",40,"High School","Full Time","White","Other","Separated",1,1,4,1,NA,NA,NA,2,NA,1,2
"2086",886,9,9,2,1,1,1,"2","Male",58,"High School","Full Time","White","Christian","Widowed",3,1,1,4,NA,NA,NA,2,NA,2,0
"2087",887,8,9,3,1,2,2,"2","Female",51,"High School","Other","White","Christian","Separated",2,5,2,4,NA,NA,NA,2,NA,2,0
"2089",889,9,9,5,1,2,3,"2","Female",61,"High School","Other","Other","Christian","Single",1,4,2,2,NA,NA,NA,2,NA,2,2
"2092",892,5,7,3,0,2,2,"2","Male",26,"Degree","Full Time","White","Christian","Single",2,1,4,2,NA,NA,NA,2,NA,2,1
"2093",893,9,9,4,1,2,3,"2","Female",44,"High School","Housewife","Hispanic","Catholic","Married",2,2,2,2,NA,NA,NA,2,NA,1,2
"2095",895,9,9,5,1,2,2,"2","Female",26,"High School","Housewife","White","Other","Married",1,1,4,1,NA,NA,NA,2,NA,1,2
"2096",896,9,2,5,1,2,2,"2","Male",50,"High School","Full Time","Hispanic","Catholic","Married",3,5,1,4,NA,NA,NA,2,NA,1,1
"2097",897,9,9,1,1,2,3,"2","Male",30,"High School","Other","Hispanic","Other","Married",2,4,4,4,NA,NA,NA,2,NA,2,2
"2098",898,0,9,0,0,1,0,"2","Male",73,"High School","Unemployed","Black","Christian","Separated",4,5,4,5,NA,NA,NA,2,NA,3,0
"2099",899,9,8,3,1,2,2,"2","Female",62,"High School","Unemployed","White","Christian","Separated",2,4,4,2,NA,NA,NA,2,NA,2,1
"2101",901,9,9,1,1,2,3,"2","Female",63,"High School","Unemployed","White","Christian","Married",2,4,2,4,NA,NA,NA,2,NA,4,1
"2102",902,5,8,5,1,2,2,"2","Male",35,"Degree","Full Time","White","Christian","Married",2,5,2,5,NA,NA,NA,2,NA,1,2
"2103",903,7,9,1,1,2,2,"2","Female",24,"High School","Housewife","White","Other","Married",2,4,4,4,NA,NA,NA,2,NA,1,1
"2104",904,9,9,6,1,2,3,"2","Female",72,"High School","Unemployed","White","Christian","Married",1,4,1,1,NA,NA,NA,2,NA,1,2
"2106",906,4,6,0,0,1,1,"2","Female",56,"High School","Self Employed","White","Catholic","Single",2,5,5,5,NA,NA,NA,2,NA,2,0
"2108",908,9,9,3,1,2,2,"2","Male",28,"High School","Full Time","White","Christian","Married",2,4,1,4,NA,NA,NA,2,NA,1,1
"2109",909,9,7,4,1,2,3,"2","Female",33,"High School","Full Time","White","Other","Separated",2,2,4,2,NA,NA,NA,2,NA,2,2
"2112",912,9,9,5,1,2,3,"2","Female",63,"High School","Self Employed","White","Christian","Married",1,1,5,1,NA,NA,NA,2,NA,1,2
"2114",914,0,9,5,1,2,3,"2","Male",41,"High School","Self Employed","Other","Other","Single",1,4,1,4,NA,NA,NA,2,NA,2,2
"2115",915,9,9,5,1,2,3,"2","Female",27,"High School","Housewife","White","Christian","Married",2,4,4,4,NA,NA,NA,2,NA,1,2
"2116",916,0,9,0,0,1,0,"2","Male",44,"High School","Full Time","White","Judaism","Single",2,5,1,5,NA,NA,NA,2,NA,1,0
"2117",917,9,9,5,1,2,2,"2","Male",56,"High School","Unemployed","Black","Other","Married",1,2,2,2,NA,NA,NA,2,NA,2,2
"2119",919,8,9,5,1,2,2,"2","Female",32,"Some College","Housewife","White","Catholic","Married",2,4,2,4,NA,NA,NA,2,NA,1,2
"2120",920,9,9,4,1,1,2,"2","Male",46,"Some College","Full Time","Other","Other","Married",1,4,1,4,NA,NA,NA,2,NA,1,0
"2121",921,9,8,5,1,2,3,"2","Male",57,"High School","Full Time","White","Other","Married",1,2,4,2,NA,NA,NA,2,NA,1,2
"2123",923,9,8,2,1,2,2,"2","Male",58,"Degree","Self Employed","Black","Christian","Married",2,5,5,4,NA,NA,NA,2,NA,1,1
"2124",924,4,7,4,0,2,2,"2","Male",51,"High School","Full Time","White","Catholic","Married",2,4,1,4,NA,NA,NA,2,NA,2,2
"2125",925,9,6,3,1,2,2,"2","Female",55,"High School","Full Time","White","Christian","Married",3,5,4,5,NA,NA,NA,2,NA,1,1
"2126",926,9,9,5,1,2,3,"2","Male",25,"High School","Self Employed","White","Other","Married",2,2,4,2,NA,NA,NA,2,NA,1,2
"2127",927,9,9,3,1,1,2,"2","Female",42,"High School","Full Time","Other","Other","Separated",2,4,2,2,NA,NA,NA,2,NA,2,1
"2131",931,9,6,4,1,2,2,"2","Female",72,"High School","Unemployed","Hispanic","Catholic","Married",2,4,4,4,NA,NA,NA,1,NA,1,2
"2134",934,4,8,4,1,2,3,"2","Female",28,"Primary School","Unemployed","Hispanic","Catholic","Single",3,4,4,4,NA,NA,NA,1,NA,2,0
"2135",935,9,8,6,1,2,3,"2","Male",56,"High School","Other","Other","Christian","Married",2,2,1,2,NA,NA,NA,2,NA,1,0
"2136",936,9,9,6,1,2,3,"2","Female",45,"High School","Full Time","Black","Other","Separated",2,1,2,2,NA,NA,NA,2,NA,1,2
"2137",937,9,9,3,1,2,3,"2","Female",24,"High School","Full Time","Hispanic","Catholic","Single",3,4,1,2,NA,NA,NA,2,NA,4,1
"2139",939,9,9,3,1,2,3,"2","Male",79,"High School","Unemployed","White","Christian","Separated",2,2,4,1,NA,NA,NA,2,NA,2,0
"2141",941,4,5,2,0,1,2,"2","Male",32,"High School","Full Time","Hispanic","Catholic","Married",2,4,4,4,NA,NA,NA,1,NA,2,1
"2142",942,9,9,0,1,2,2,"2","Female",22,"High School","Full Time","Black","Other","Single",1,4,2,4,NA,NA,NA,2,NA,2,0
"2143",943,6,9,0,0,1,1,"2","Male",70,"High School","Unemployed","White","Catholic","Married",2,4,2,4,NA,NA,NA,2,NA,3,0
"2145",945,2,7,4,0,1,1,"2","Male",22,"High School","Full Time","White","Other","Single",3,5,1,5,NA,NA,NA,2,NA,3,1
"2146",946,5,8,2,1,2,1,"2","Male",47,"High School","Other","Hispanic","Catholic","Separated",2,4,2,4,NA,NA,NA,1,NA,1,1
"2148",948,9,9,5,1,2,2,"2","Female",63,"Degree","Other","White","Christian","Separated",2,1,2,2,NA,NA,NA,2,NA,1,2
"2149",949,4,5,0,1,1,2,"2","Male",48,"High School","Full Time","Hispanic","Other","Separated",3,2,2,2,NA,NA,NA,2,NA,2,0
"2150",950,7,9,4,1,2,2,"2","Female",29,"Some College","Full Time","White","Christian","Single",1,4,4,4,NA,NA,NA,2,NA,1,1
"2153",953,8,9,4,1,2,2,"2","Female",84,"High School","Unemployed","White","Christian","Separated",3,4,4,4,NA,NA,NA,1,NA,1,1
"2154",954,8,8,5,1,2,2,"2","Male",42,"Degree","Full Time","White","Christian","Married",3,5,1,5,NA,NA,NA,2,NA,2,2
"2158",958,9,9,3,1,2,3,"2","Female",51,"High School","Housewife","Other","Christian","Married",2,1,1,1,NA,NA,NA,2,NA,4,1
"2162",962,5,8,0,1,2,2,"2","Male",71,"High School","Unemployed","White","Catholic","Married",3,4,4,4,NA,NA,NA,2,NA,2,1
"2164",964,7,9,5,1,2,2,"2","Male",56,"Some College","Full Time","White","Catholic","Single",1,2,4,2,NA,NA,NA,2,NA,2,2
"2165",965,9,9,0,1,2,3,"2","Female",26,"High School","Other","White","Other","Single",2,1,4,2,NA,NA,NA,2,NA,1,0
"2166",966,0,9,0,1,1,1,"2","Female",23,"High School","Full Time","Black","Other","Single",3,4,4,5,NA,NA,NA,1,NA,2,0
"2167",967,8,6,4,1,2,2,"2","Male",44,"Some College","Full Time","White","Christian","Married",2,5,1,5,NA,NA,NA,2,NA,2,1
"2169",969,9,9,1,1,2,2,"2","Female",63,"High School","Full Time","White","Christian","Married",1,4,4,4,NA,NA,NA,2,NA,2,1
"2170",970,8,9,4,1,2,2,"2","Female",34,"Degree","Full Time","White","Catholic","Single",1,5,5,5,NA,NA,NA,2,NA,2,2
"2172",972,7,8,4,1,2,2,"2","Male",38,"Some College","Other","White","Christian","Married",2,5,4,4,NA,NA,NA,2,NA,2,2
"2176",976,9,9,2,1,2,2,"2","Female",59,"High School","Self Employed","Other","Other","Separated",2,2,4,1,NA,NA,NA,2,NA,1,1
"2177",977,6,8,3,1,2,2,"2","Female",32,"High School","Full Time","White","Christian","Married",3,4,1,5,NA,NA,NA,2,NA,2,1
"2179",979,9,9,2,1,2,3,"2","Female",45,"High School","Full Time","White","Catholic","Married",2,4,4,4,NA,NA,NA,2,NA,2,2
"2180",980,9,9,5,1,2,3,"2","Male",62,"Some College","Unemployed","Hispanic","Christian","Married",2,4,4,4,NA,NA,NA,2,NA,2,2
"2183",983,9,9,5,1,2,3,"2","Female",51,"High School","Self Employed","White","Christian","Separated",1,4,1,2,NA,NA,NA,2,NA,1,2
"2184",984,9,9,6,1,2,3,"2","Male",37,"High School","Full Time","Black","Other","Separated",1,4,5,2,NA,NA,NA,2,NA,3,2
"2186",986,9,9,6,1,2,3,"2","Female",28,"High School","Full Time","Black","Other","Single",1,1,5,1,NA,NA,NA,2,NA,1,2
"2188",988,9,9,5,1,2,3,"2","Male",70,"High School","Unemployed","White","Christian","Married",1,2,4,2,NA,NA,NA,2,NA,2,2
"2189",989,7,0,3,1,1,0,"2","Male",41,"High School","Self Employed","White","Catholic","Married",2,5,4,2,NA,NA,NA,2,NA,3,1
"2190",990,9,9,4,1,2,3,"2","Female",51,"High School","Other","Other","Other","Separated",1,4,1,2,NA,NA,NA,2,NA,3,2
"2191",991,9,9,4,1,2,2,"2","Male",51,"High School","Full Time","Hispanic","Catholic","Single",1,2,4,2,NA,NA,NA,2,NA,1,0
"2192",992,9,9,6,1,2,3,"2","Female",27,"High School","Full Time","Black","Christian","Married",2,5,1,5,NA,NA,NA,2,NA,1,2
"2193",993,8,9,5,1,2,3,"2","Female",25,"High School","Full Time","White","Christian","Single",1,2,5,1,NA,NA,NA,2,NA,1,2
"2195",995,9,9,6,1,2,3,"2","Male",60,"High School","Full Time","White","Christian","Married",1,1,2,1,NA,NA,NA,2,NA,3,2
"2198",998,9,9,4,1,2,3,"2","Female",34,"High School","Other","Hispanic","Catholic","Married",2,4,2,2,NA,NA,NA,2,NA,1,1
"2199",999,9,9,6,1,2,3,"2","Female",32,"High School","Full Time","White","Christian","Separated",1,2,5,2,NA,NA,NA,2,NA,1,1
"2200",1000,8,8,5,1,2,3,"2","Male",35,"Some College","Full Time","Black","Catholic","Married",2,4,2,2,NA,NA,NA,2,NA,1,2
"2201",1001,9,8,6,1,2,3,"2","Female",64,"High School","Full Time","White","Catholic","Separated",1,2,4,2,NA,NA,NA,2,NA,1,2
"2202",1002,9,9,6,1,2,3,"2","Female",40,"High School","Other","Black","Other","Single",2,1,5,1,NA,NA,NA,2,NA,1,2
"2203",1003,5,5,0,1,2,2,"2","Female",34,"High School","Full Time","White","Judaism","Married",3,5,5,5,NA,NA,NA,2,NA,1,0
"2204",1004,9,8,5,1,2,3,"2","Male",43,"Primary School","Full Time","Hispanic","Other","Separated",2,1,5,1,NA,NA,NA,2,NA,1,2
"2205",1005,9,9,4,1,2,2,"2","Male",27,"High School","Full Time","White","Catholic","Married",1,5,1,5,NA,NA,NA,2,NA,2,2
"2207",1007,6,9,4,1,2,2,"2","Male",45,"High School","Full Time","White","Catholic","Married",3,4,2,4,NA,NA,NA,2,NA,3,2
"2209",1009,9,9,0,1,2,1,"2","Female",28,"High School","Other","Hispanic","Catholic","Single",2,4,4,4,NA,NA,NA,1,NA,2,0
"2210",1010,9,9,6,1,2,3,"2","Female",75,"High School","Full Time","White","Christian","Separated",2,4,5,1,NA,NA,NA,2,NA,1,2
"2211",1011,2,5,3,1,1,1,"2","Male",50,"High School","Unemployed","Hispanic","Catholic","Single",3,5,1,5,NA,NA,NA,2,NA,3,0
"2213",1013,9,9,5,1,2,3,"2","Female",40,"High School","Full Time","White","Other","Married",1,1,5,1,NA,NA,NA,2,NA,2,2
"2215",1015,9,6,0,1,2,1,"2","Female",58,"High School","Other","White","Catholic","Separated",2,4,1,5,NA,NA,NA,2,NA,2,0
"2216",1016,9,9,4,1,2,2,"2","Female",44,"High School","Full Time","Hispanic","Catholic","Single",3,4,1,4,NA,NA,NA,1,NA,2,2
"2218",1018,9,9,5,1,2,3,"2","Male",32,"High School","Full Time","White","Christian","Married",2,2,5,1,NA,NA,NA,2,NA,2,2
"2220",1020,6,5,1,1,2,1,"2","Female",40,"Degree","Self Employed","Black","Christian","Separated",2,5,5,5,NA,NA,NA,1,NA,3,0
"2222",1022,9,9,1,1,2,3,"2","Female",47,"High School","Unemployed","Black","Other","Single",1,4,2,1,NA,NA,NA,2,NA,1,2
"2224",1024,-2,9,NA,0,2,3,"2","Male",62,"High School","Full Time","Hispanic","Catholic","Separated",2,5,1,5,NA,NA,NA,2,NA,3,1
"2225",1025,9,9,5,1,2,3,"2","Male",26,"High School","Other","White","Other","Married",2,4,4,2,NA,NA,NA,2,NA,1,2
"2226",1026,8,9,4,1,2,2,"2","Female",50,"High School","Full Time","Black","Other","Married",2,5,4,4,NA,NA,NA,2,NA,3,2
"2228",1028,9,9,6,1,2,3,"2","Female",70,"High School","Unemployed","White","Christian","Widowed",2,4,4,2,NA,NA,NA,2,NA,1,2
"2229",1029,7,9,3,1,2,2,"2","Male",40,"High School","Self Employed","White","Judaism","Married",2,4,4,4,NA,NA,NA,2,NA,2,2
"2230",1030,9,9,5,1,2,3,"2","Female",68,"High School","Housewife","White","Christian","Married",1,4,2,4,NA,NA,NA,2,NA,2,2
"2231",1031,2,7,4,1,2,1,"2","Male",53,"Some College","Self Employed","White","Other","Separated",2,4,1,5,NA,NA,NA,2,NA,2,0
"2233",1033,6,8,1,1,2,2,"2","Male",52,"High School","Full Time","White","Christian","Separated",2,4,4,4,NA,NA,NA,1,NA,2,1
"2235",1035,9,8,5,1,2,3,"2","Female",39,"High School","Housewife","Hispanic","Catholic","Married",1,4,2,4,NA,NA,NA,2,NA,1,2
"2236",1036,9,9,5,1,2,3,"2","Female",46,"High School","Self Employed","Black","Other","Married",2,1,2,1,NA,NA,NA,2,NA,2,2
"2239",1039,0,9,5,0,2,1,"2","Female",47,"High School","Other","White","Christian","Separated",1,5,5,5,NA,NA,NA,1,NA,1,0
"2242",1042,9,9,5,1,2,3,"2","Male",74,"High School","Unemployed","White","Christian","Married",1,4,2,2,NA,NA,NA,2,NA,2,2
"2243",1043,9,9,5,1,2,3,"2","Male",60,"High School","Unemployed","White","Catholic","Married",1,2,1,1,NA,NA,NA,2,NA,2,2
"2245",1045,9,9,6,1,2,3,"2","Female",71,"High School","Full Time","White","Christian","Widowed",2,2,5,2,NA,NA,NA,2,NA,1,2
"2250",1050,4,8,3,1,2,1,"2","Female",55,"High School","Other","White","Catholic","Married",3,5,1,4,NA,NA,NA,1,NA,2,1
"2251",1051,9,9,5,1,2,3,"2","Female",79,"High School","Unemployed","White","Catholic","Widowed",1,4,2,2,NA,NA,NA,2,NA,2,2
"2252",1052,9,8,5,1,2,3,"2","Male",76,"High School","Unemployed","White","Catholic","Married",1,4,4,4,NA,NA,NA,2,NA,2,2
"2254",1054,6,8,4,1,2,2,"2","Female",32,"Some College","Full Time","White","Judaism","Married",2,5,5,5,NA,NA,NA,2,NA,2,2
"2255",1055,9,9,2,1,2,3,"2","Male",63,"High School","Unemployed","White","Christian","Separated",1,4,4,2,NA,NA,NA,2,NA,2,1
"2257",1057,8,9,5,1,2,2,"2","Male",88,"High School","Self Employed","White","Catholic","Married",1,4,1,4,NA,NA,NA,2,NA,2,2
"2258",1058,4,9,4,1,2,3,"2","Female",29,"High School","Full Time","White","Catholic","Married",-2,4,4,4,NA,NA,NA,2,NA,1,1
"2259",1059,8,9,5,1,2,2,"2","Male",33,"High School","Self Employed","White","Christian","Married",2,4,2,2,NA,NA,NA,2,NA,2,2
"2260",1060,9,9,5,1,2,3,"2","Female",58,"High School","Full Time","White","Catholic","Separated",2,4,2,4,NA,NA,NA,2,NA,2,2
"2261",1061,9,9,5,1,2,3,"2","Male",38,"High School","Self Employed","Hispanic","Catholic","Single",2,4,4,4,NA,NA,NA,1,NA,2,2
"2262",1062,9,9,5,1,2,3,"2","Female",50,"High School","Other","White","Christian","Married",2,5,1,5,NA,NA,NA,2,NA,1,2
"2264",1064,9,9,6,1,2,3,"2","Male",34,"High School","Full Time","White","Christian","Married",2,1,4,2,NA,NA,NA,2,NA,1,2
"2265",1065,9,9,5,1,2,3,"2","Female",50,"High School","Full Time","White","Christian","Separated",2,1,-2,-2,NA,NA,NA,2,NA,1,2
"2267",1067,8,9,6,1,2,3,"2","Male",18,"High School","Full Time","White","Catholic","Single",1,4,4,4,NA,NA,NA,2,NA,2,2
"2268",1068,7,9,0,1,2,2,"2","Male",50,"High School","Full Time","White","Catholic","Married",3,4,1,4,NA,NA,NA,2,NA,2,0
"2270",1070,9,9,0,1,2,3,"2","Male",40,"High School","Self Employed","White","Other","Single",3,2,4,2,NA,NA,NA,1,NA,3,1
"2271",1071,9,9,5,1,2,3,"2","Male",51,"High School","Full Time","White","Catholic","Separated",1,1,4,1,NA,NA,NA,2,NA,1,2
"2272",1072,9,9,1,1,2,2,"2","Male",51,"High School","Full Time","White","Christian","Married",2,4,5,4,NA,NA,NA,2,NA,2,0
"2274",1074,9,9,5,1,2,3,"2","Female",30,"High School","Other","White","Christian","Single",2,4,2,4,NA,NA,NA,1,NA,1,1
"2275",1075,8,9,6,1,2,3,"2","Male",37,"High School","Full Time","Other","Christian","Married",1,1,2,1,NA,NA,NA,2,NA,2,2
"2277",1077,9,7,2,1,2,3,"2","Male",18,"High School","Other","White","Other","Single",2,2,4,2,NA,NA,NA,2,NA,2,0
"2279",1079,9,8,5,1,1,2,"2","Female",39,"High School","Full Time","Hispanic","Catholic","Married",3,4,2,4,NA,NA,NA,2,NA,2,2
"2280",1080,8,4,5,1,2,3,"2","Female",65,"High School","Housewife","Hispanic","Catholic","Married",2,4,4,4,NA,NA,NA,2,NA,2,1
"2281",1081,7,9,3,1,2,1,"2","Female",32,"Some College","Full Time","White","Christian","Married",3,5,1,5,NA,NA,NA,2,NA,1,1
"2282",1082,5,5,3,0,1,1,"2","Male",34,"High School","Full Time","White","Catholic","Married",2,4,4,4,NA,NA,NA,2,NA,1,0
"2283",1083,9,9,5,1,2,3,"2","Female",36,"High School","Housewife","White","Other","Married",1,4,1,2,NA,NA,NA,2,NA,1,2
"2284",1084,9,9,3,1,2,2,"2","Female",46,"High School","Housewife","White","Christian","Married",2,5,2,4,NA,NA,NA,2,NA,2,1
"2285",1085,9,9,6,1,2,3,"2","Female",57,"Primary School","Other","Black","Other","Widowed",1,1,2,4,NA,NA,NA,2,NA,1,2
"2286",1086,9,9,6,1,2,3,"2","Female",43,"High School","Full Time","White","Other","Married",4,4,4,4,NA,NA,NA,2,NA,1,2
"2287",1087,7,9,3,1,2,1,"2","Male",35,"High School","Full Time","White","Christian","Single",3,5,4,4,NA,NA,NA,2,NA,3,1
"2288",1088,9,9,6,1,2,3,"2","Female",64,"High School","Unemployed","White","Christian","Married",1,1,2,1,NA,NA,NA,2,NA,2,2
"2290",1090,9,9,6,1,2,3,"2","Female",18,"High School","Unemployed","White","Other","Single",2,4,4,4,NA,NA,NA,2,NA,1,2
"2291",1091,9,9,5,1,2,2,"2","Male",31,"High School","Full Time","White","Christian","Married",2,4,1,5,NA,NA,NA,1,NA,1,2
"2292",1092,9,9,1,1,1,2,"2","Male",61,"High School","Full Time","Hispanic","Catholic","Married",3,4,4,1,NA,NA,NA,2,NA,1,1
"2293",1093,9,9,5,1,2,3,"2","Female",19,"High School","Full Time","White","Other","Single",1,2,2,2,NA,NA,NA,1,NA,2,2
"2294",1094,4,5,0,0,1,1,"2","Female",38,"High School","Full Time","White","Catholic","Married",3,5,1,5,NA,NA,NA,2,NA,4,1
"2296",1096,8,8,4,1,2,3,"2","Female",50,"High School","Full Time","White","Christian","Separated",2,4,4,4,NA,NA,NA,2,NA,1,2
"2298",1098,4,9,3,1,2,1,"2","Female",18,"High School","Full Time","White","Catholic","Single",2,4,4,4,NA,NA,NA,2,NA,2,1
"2299",1099,6,7,3,0,1,1,"2","Male",20,"High School","Unemployed","Other","Other","Single",3,4,5,4,NA,NA,NA,2,NA,3,1
"2300",1100,9,9,5,1,2,3,"2","Female",42,"High School","Full Time","White","Christian","Married",2,4,1,5,NA,NA,NA,2,NA,1,2
"2302",1102,1,2,0,0,1,0,"2","Male",43,"High School","Full Time","White","Catholic","Married",3,5,1,5,NA,NA,NA,2,NA,3,0
"2303",1103,9,9,5,1,2,3,"2","Male",25,"High School","Full Time","White","Christian","Married",1,1,5,1,NA,NA,NA,2,NA,1,2
"2304",1104,3,9,4,0,1,1,"2","Male",36,"High School","Full Time","White","Catholic","Married",3,4,4,2,NA,NA,NA,2,NA,2,1
"2305",1105,9,9,6,1,2,3,"2","Male",27,"High School","Full Time","White","Other","Married",2,2,5,2,NA,NA,NA,2,NA,1,2
"2307",1107,8,5,3,1,2,2,"2","Male",35,"High School","Self Employed","White","Catholic","Single",2,4,4,4,NA,NA,NA,2,NA,2,1
"2310",1110,9,9,6,1,2,3,"2","Female",39,"High School","Housewife","White","Christian","Married",1,1,5,1,NA,NA,NA,2,NA,1,2
"2311",1111,5,0,0,1,2,NA,"2","Male",51,"High School","Other","Other","Christian","Single",1,1,2,1,NA,NA,NA,2,NA,2,1
"2313",1113,9,8,5,1,2,3,"2","Male",28,"High School","Full Time","White","Other","Married",1,4,4,2,NA,NA,NA,2,NA,2,2
"2314",1114,7,9,2,1,2,2,"2","Female",53,"High School","Self Employed","White","Christian","Married",2,4,5,4,NA,NA,NA,2,NA,2,1
"2315",1115,9,9,6,1,2,3,"2","Male",43,"High School","Full Time","White","Christian","Married",1,4,4,4,NA,NA,NA,2,NA,1,2
"2316",1116,9,9,3,1,2,3,"2","Female",55,"Some College","Unemployed","White","Judaism","Married",3,4,1,5,NA,NA,NA,2,NA,2,1
"2317",1117,9,9,2,1,2,2,"2","Female",70,"High School","Unemployed","Hispanic","Christian","Married",2,4,5,4,NA,NA,NA,2,NA,2,1
"2318",1118,9,5,5,1,2,3,"2","Female",47,"High School","Full Time","Black","Other","Widowed",2,4,4,4,NA,NA,NA,2,NA,1,2
"2319",1119,9,9,5,1,2,3,"2","Female",67,"High School","Unemployed","Hispanic","Catholic","Widowed",2,1,1,1,NA,NA,NA,2,NA,2,2
"2322",1122,9,9,5,1,2,2,"2","Male",32,"High School","Full Time","White","Christian","Married",3,2,4,2,NA,NA,NA,2,NA,1,2
"2323",1123,9,9,4,1,2,3,"2","Male",43,"High School","Self Employed","Other","Christian","Married",2,4,4,1,NA,NA,NA,2,NA,2,2
"2324",1124,9,9,5,1,2,3,"2","Male",46,"Some College","Full Time","White","Catholic","Married",2,5,5,2,NA,NA,NA,2,NA,1,2
"2326",1126,9,9,5,1,2,3,"2","Male",42,"High School","Self Employed","Hispanic","Christian","Separated",2,1,1,2,NA,NA,NA,2,NA,1,2
"2327",1127,9,7,3,1,2,2,"2","Female",56,"Degree","Self Employed","White","Judaism","Single",3,4,1,5,NA,NA,NA,2,NA,1,0
"2328",1128,9,9,4,1,2,3,"2","Female",66,"High School","Unemployed","White","Christian","Separated",2,4,4,2,NA,NA,NA,2,NA,2,2
"2333",1133,9,9,5,1,2,2,"2","Male",76,"High School","Unemployed","White","Christian","Married",1,4,1,1,NA,NA,NA,2,NA,1,2
"2334",1134,5,9,3,0,1,3,"2","Male",47,"Primary School","Other","White","Catholic","Separated",3,1,5,5,NA,NA,NA,2,NA,1,0
"2335",1135,9,9,6,1,2,3,"2","Female",64,"Some College","Self Employed","White","Catholic","Single",1,1,5,2,NA,NA,NA,2,NA,1,2
"2337",1137,9,6,1,0,2,1,"2","Male",44,"High School","Full Time","White","Catholic","Married",3,4,2,4,NA,NA,NA,2,NA,2,1
"2338",1138,4,9,0,0,1,1,"2","Male",31,"High School","Full Time","White","Christian","Married",3,4,4,4,NA,NA,NA,2,NA,1,1
"2339",1139,2,9,0,0,1,2,"2","Male",45,"High School","Full Time","White","Catholic","Married",2,4,2,4,NA,NA,NA,2,NA,1,0
"2340",1140,9,4,0,1,2,1,"2","Female",48,"High School","Full Time","White","Catholic","Married",3,4,1,4,NA,NA,NA,2,NA,1,1
"2341",1141,9,9,3,1,2,3,"2","Male",47,"Primary School","Other","White","Christian","Married",2,4,4,2,NA,NA,NA,1,NA,2,1
"2343",1143,9,9,4,1,2,3,"2","Female",52,"Primary School","Housewife","Hispanic","Catholic","Married",2,4,4,4,NA,NA,NA,2,NA,1,0
"2344",1144,9,9,5,1,1,2,"2","Female",61,"High School","Unemployed","Hispanic","Catholic","Single",2,4,5,5,NA,NA,NA,2,NA,2,2
"2346",1146,9,6,5,1,2,3,"2","Male",44,"High School","Full Time","Black","Christian","Married",2,1,5,1,NA,NA,NA,2,NA,1,2
"2347",1147,9,9,5,1,2,3,"2","Female",42,"High School","Full Time","White","Catholic","Married",2,4,5,5,NA,NA,NA,2,NA,1,2
"2348",1148,9,5,0,1,2,2,"2","Female",31,"High School","Unemployed","Hispanic","Other","Married",3,5,1,4,NA,NA,NA,2,NA,2,0
"2349",1149,5,9,2,1,1,2,"2","Female",21,"High School","Full Time","White","Catholic","Single",1,2,2,2,NA,NA,NA,2,NA,1,1
"2352",1152,9,5,5,1,2,2,"2","Male",24,"High School","Unemployed","Hispanic","Catholic","Married",3,4,2,4,NA,NA,NA,2,NA,1,0
"2357",1157,5,9,0,1,1,0,"2","Female",49,"High School","Full Time","White","Christian","Married",3,5,1,5,NA,NA,NA,2,NA,2,0
"2358",1158,9,9,6,1,2,3,"2","Female",71,"High School","Housewife","White","Other","Married",1,1,2,2,NA,NA,NA,2,NA,1,2
