"","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","prvblf2","prvblf3","prvblf4","othblf2","pubact2","prvact2"
"442",8,1,7,1,1,3,1,"Female",37,"High School","Housewife","White","None","Married",3,2,2,2,1,1,1,1,2,1
"443",10,1,2,1,1,1,1,"Female",58,"Degree","Full Time","White","Catholic","Married",1,3,3,3,1,1,1,2,1,1
"444",10,3,7,1,1,2,1,"Female",46,"High School",NA,"White","Other","Married",1,2,3,2,1,1,1,2,2,1
"445",10,6,7,1,1,2,1,"Male",20,"High School","Full Time","White",NA,"Single",2,3,3,3,1,1,1,2,2,2
"446",7,9,2,1,1,1,1,"Male",21,"Some College","Full Time","Black","Judaism","Single",4,1,5,2,1,1,1,1,1,1
"447",10,1,2,1,1,1,1,"Female",50,"Degree","Part Time","White","Christian","Married",1,3,5,2,1,1,1,2,1,2
"448",10,5,7,1,1,2,1,"Female",30,"Some College","Self Employed","White","None","Married",2,2,1,3,1,1,1,2,2,2
"449",10,3,7,1,1,2,1,"Female",57,"Some College","Full Time","White","Christian","Separated",3,2,2,3,1,1,1,2,2,1
"450",1,1,7,1,2,4,1,"Male",52,"High School","Full Time","White","None","Married",2,4,3,3,2,2,2,2,2,2
"451",9,1,2,1,1,2,1,"Female",36,"Some College","Full Time","White","Catholic","Married",1,3,3,3,1,1,1,2,2,2
"452",10,8,7,1,-1,1,1,"Female",22,"High School","Full Time","White","None","Single",1,1,-1,-1,1,1,1,1,2,2
"453",9,1,4,0,2,3,1,"Female",39,"Degree","Full Time","White","Judaism","Separated",3,4,2,4,2,2,1,2,1,2
"454",10,1,6,1,1,2,1,"Female",67,"Some College","Unemployed","White","Catholic","Separated",2,1,1,3,1,1,1,2,2,2
"455",4,4,4,1,2,3,1,"Male",54,"Degree","Unemployed","White","Catholic","Separated",3,3,2,4,1,2,1,-1,2,3
"456",9,2,7,1,2,2,1,"Female",45,"Degree","Housewife","White","Judaism","Married",3,3,1,5,1,1,1,2,2,2
"457",8,1,4,1,1,3,1,"Male",49,"Degree","Full Time","White","Christian","Married",3,1,1,2,1,1,1,2,1,2
"458",10,1,1,1,1,1,1,"Male",25,"Some College","Full Time","White","Christian","Married",1,4,4,3,1,1,1,2,1,3
"459",10,1,2,1,1,1,1,"Female",62,"Primary School","Part Time","Black","Christian","Separated",1,4,3,2,1,1,1,2,1,1
"460",6,1,5,1,1,3,1,"Female",42,"High School","Full Time","White","Christian","Separated",2,3,3,3,1,1,1,2,2,2
"461",9,3,3,1,1,2,1,"Female",28,"High School","Full Time","White","Catholic","Separated",1,4,2,4,1,1,1,2,1,2
"462",10,1,3,1,1,1,1,"Female",28,"High School","Full Time","Black","Other","Married",2,2,2,2,1,1,1,2,2,2
"463",7,1,2,1,2,2,1,"Female",39,"Some College","Housewife","White","Catholic","Married",1,4,3,2,1,2,1,2,1,1
"464",10,1,4,1,1,1,1,"Female",31,"Primary School","Full Time","White","Other","Married",2,1,2,2,1,1,1,2,1,1
"465",10,1,3,1,1,1,1,"Female",53,"Primary School","Housewife","White","Christian","Married",1,3,4,1,1,1,1,2,1,1
"466",8,1,2,1,-1,2,1,"Male",23,"Some College","Full Time","White",NA,"Married",2,4,2,2,1,1,1,2,2,2
"467",10,3,4,1,1,2,1,"Male",38,"High School","Full Time","White","Christian","Married",1,5,1,2,1,1,1,2,1,3
"468",10,1,3,1,1,2,1,"Male",33,"High School","Full Time","White","Christian","Married",1,5,1,2,1,1,1,2,1,2
"469",10,1,2,1,1,1,1,"Female",79,"High School","Unemployed","White","Catholic","Widowed",1,2,4,1,1,1,1,1,1,1
"470",10,1,1,1,1,1,1,"Female",45,"Some College","Full Time","Black","Other","Single",2,1,4,1,1,1,1,2,1,1
"471",10,1,5,1,1,1,1,"Female",40,"High School","Full Time","White","None","Separated",2,2,3,3,1,1,1,2,2,1
"472",10,5,4,1,1,1,1,"Male",38,"High School","Unemployed","Black","Other","Married",3,4,3,1,1,1,1,1,1,1
"473",10,1,1,1,1,1,1,"Female",49,"High School","Full Time","White","Christian","Married",1,3,4,1,1,1,1,2,1,1
"474",10,1,5,1,1,2,1,"Female",29,"Some College","Unemployed","White","Catholic","Married",2,1,2,2,1,1,1,2,2,1
"475",10,1,2,1,1,1,1,"Male",48,"High School","Other","Black","Christian","Separated",1,2,2,2,1,1,1,1,1,1
"476",10,5,1,1,1,1,1,"Female",55,"Degree","Full Time","Black","Christian","Married",1,4,4,2,1,1,1,2,1,1
"477",10,2,2,1,1,1,1,"Female",35,"Degree","Housewife","White","Christian","Married",1,1,5,1,1,1,1,2,1,1
"478",10,1,2,1,1,1,1,"Female",56,"Some College","Part Time","White","Catholic","Married",2,1,2,2,1,1,1,2,1,2
"479",10,1,1,1,1,1,1,"Female",40,"High School","Self Employed","White","Christian","Separated",1,1,1,1,1,1,1,2,1,1
"480",10,1,2,1,1,1,1,"Female",38,"High School","Full Time","White","Christian","Married",1,3,2,1,1,1,1,2,1,1
"481",10,1,1,1,1,1,1,"Male",55,"Degree","Unemployed","White","Christian","Married",1,4,2,2,1,1,1,2,1,1
"482",10,1,2,1,1,1,1,"Female",56,"Degree","Unemployed","White","Catholic","Married",2,3,3,1,1,1,1,2,1,2
"483",10,1,2,1,1,1,1,"Female",18,"Degree","Part Time","Black","Christian","Single",1,3,3,3,1,1,1,2,1,2
"484",10,1,2,1,1,1,1,"Female",74,"High School","Unemployed","White","Christian","Widowed",1,4,4,4,1,1,1,-1,1,1
"485",2,1,2,1,1,1,1,"Female",31,"Degree","Full Time","White","Christian","Married",1,2,3,2,1,1,1,2,1,2
"486",10,1,1,1,1,1,1,"Female",59,"Some College","Part Time","Hispanic","Christian","Married",1,1,2,2,1,1,1,1,1,1
"487",10,1,4,1,1,1,1,"Female",57,"Primary School","Housewife","White","Catholic","Married",1,3,3,3,1,1,1,2,1,1
"488",5,1,2,1,2,2,1,"Female",35,"Some College","Housewife","White","Other","Married",3,3,4,2,1,1,1,2,1,3
"489",1,1,3,1,1,1,1,"Female",47,"Degree","Part Time","White","Christian","Married",1,1,1,1,1,1,1,2,1,2
"490",10,1,6,1,2,2,1,"Female",49,"Degree","Full Time","White","Christian","Married",3,1,1,1,1,1,1,2,1,2
"491",10,1,2,1,1,1,1,"Female",36,"High School","Full Time","White","Catholic","Married",1,2,2,1,1,1,1,2,1,2
"492",10,1,2,1,1,1,1,"Female",28,"High School","Part Time","White","Christian","Married",1,3,3,3,1,1,1,2,1,1
"493",10,1,2,1,1,1,1,"Female",32,"High School","Unemployed","White","Other","Married",1,1,5,1,1,1,1,2,1,1
"494",4,2,7,0,2,3,1,"Male",19,"High School","Unemployed","White","None","Single",3,3,1,4,1,2,1,2,2,2
"495",5,8,7,1,1,3,1,"Female",30,"Some College","Self Employed","Black","None","Single",3,4,2,4,1,1,1,2,2,1
"496",9,3,2,1,1,2,1,"Female",49,"Degree","Full Time","White","Christian","Separated",2,2,2,3,1,1,1,2,1,2
"497",8,1,4,1,2,3,1,"Female",20,"High School","Part Time","Black","None","Single",2,4,2,4,1,2,1,1,2,1
"498",10,1,2,1,1,1,1,"Male",18,"High School","Full Time","Black","Christian","Married",2,2,2,2,1,1,1,2,1,1
"499",10,1,6,1,1,1,1,"Female",26,"High School","Part Time","Hispanic","Catholic","Single",1,1,1,1,1,1,1,2,2,1
"500",10,1,6,1,1,2,1,"Male",41,"Degree","Self Employed","White","Catholic","Single",2,4,2,3,1,1,1,2,2,1
"501",10,5,4,1,-1,1,1,"Female",39,"Some College","Full Time","White",NA,"Single",2,1,-1,-1,1,1,1,-1,2,2
"502",10,3,7,1,1,1,1,"Female",37,"Some College","Full Time","White","None","Single",2,4,2,3,1,1,1,2,2,2
"503",10,1,7,1,1,4,1,"Female",31,"Degree","Full Time","White",NA,"Single",4,3,1,3,1,1,1,1,2,1
"504",10,1,2,1,1,1,1,"Female",40,"Degree","Full Time","Hispanic","Catholic","Single",1,1,2,1,1,1,1,2,1,-1
"505",2,1,2,1,2,3,1,"Female",27,"Some College","Housewife","Hispanic","Catholic","Married",3,5,2,4,-1,1,-1,2,1,1
"506",10,1,2,1,3,3,1,"Female",18,"High School","Part Time","Hispanic","Catholic","Single",2,2,3,1,1,1,1,2,1,3
"507",10,1,3,1,1,2,1,"Male",45,"High School","Full Time","White","Christian","Married",1,3,3,3,1,1,1,2,1,2
"508",5,3,4,0,2,3,1,"Male",19,"High School","Unemployed","Hispanic","Other","Single",3,4,2,4,2,2,1,2,1,1
"509",10,1,4,1,1,1,1,"Female",36,"Some College","Full Time","Hispanic","Catholic","Married",2,2,3,2,1,1,1,2,2,3
"510",9,1,1,1,1,1,1,"Male",18,"Primary School","Self Employed","Hispanic","Other","Single",2,2,2,2,1,1,1,2,1,3
"511",8,1,7,1,2,3,1,"Male",18,"Primary School","Unemployed","White","None","Single",4,4,2,4,1,1,1,2,2,1
"512",10,2,1,1,1,1,1,"Female",41,"High School","Unemployed","Hispanic","Other","Separated",1,4,1,1,1,1,1,2,1,1
"513",6,1,5,0,2,2,1,"Female",18,"Primary School","Part Time","Hispanic","None","Single",1,4,4,4,1,1,1,2,2,1
"514",10,5,3,1,1,1,1,"Female",32,"Primary School","Full Time","Black","Other","Married",1,2,5,1,1,1,1,2,2,1
"515",9,3,2,1,1,1,1,"Female",54,"High School","Full Time","Hispanic","Catholic","Married",1,2,2,3,1,1,1,1,1,2
"516",10,1,1,1,1,1,1,"Female",49,"Primary School","Full Time","Hispanic","Other","Separated",3,1,5,1,1,1,1,2,2,1
"517",10,1,6,1,1,1,1,"Female",19,"High School","Part Time","Hispanic","Catholic","Single",1,4,2,4,1,1,1,1,2,1
"518",10,1,3,1,1,1,1,"Male",77,"Some College","Unemployed","White","Christian","Married",1,2,2,2,1,1,1,2,1,1
"519",10,1,1,1,1,1,1,"Female",20,"High School","Other","White","Christian","Married",1,1,4,1,1,1,1,2,1,1
"520",10,1,1,1,1,1,1,"Male",23,"Degree","Unemployed","White","Christian","Single",1,1,4,1,1,1,1,2,1,1
"521",10,1,2,1,1,1,1,"Female",48,"Degree","Full Time","White","Other","Married",2,4,2,3,1,1,1,2,1,1
"522",10,3,6,1,1,2,1,"Female",39,"High School","Part Time","White","Christian","Married",2,2,3,3,1,1,1,2,2,2
"523",10,1,2,1,1,2,1,"Male",28,"High School","Full Time","White","Catholic","Separated",2,3,3,2,1,1,1,2,1,1
"524",10,3,1,1,1,1,1,"Male",51,"Some College","Full Time","White","Christian","Married",2,3,4,1,1,1,1,2,1,1
"525",10,1,3,1,1,2,1,"Female",49,"High School","Full Time","Black","Christian","Separated",1,4,2,4,1,1,1,2,2,1
"526",10,1,2,1,1,1,1,"Female",24,"High School","Full Time","White","Christian","Single",1,2,5,1,1,1,1,2,1,1
"527",10,1,2,1,1,2,1,"Female",30,"High School","Full Time","Hispanic","Christian","Married",1,2,4,3,1,1,1,2,1,1
"528",10,1,2,1,1,1,1,"Female",66,"High School","Unemployed","White","Catholic","Widowed",1,3,4,3,1,1,1,2,1,2
"529",10,1,2,1,1,1,1,"Female",30,"High School","Full Time","White","Other","Married",2,2,2,2,1,1,1,2,2,2
"530",10,-1,6,1,1,1,1,"Male",22,"High School","Part Time","Black",NA,"Single",1,-1,-1,-1,1,1,1,-1,1,1
"531",10,1,3,0,2,1,1,"Male",21,"Primary School","Full Time","Hispanic","None","Separated",3,4,-1,-1,1,1,1,2,2,1
"532",10,7,3,1,1,1,1,"Male",23,"Some College","Full Time","White","Catholic","Married",2,2,4,2,1,1,1,2,1,2
"533",10,1,5,NA,1,3,1,"Female",25,"Some College","Full Time","Black",NA,"Married",2,2,2,2,1,1,1,2,2,2
"534",10,1,1,1,1,1,1,"Female",65,"Some College","Unemployed","White","Christian","Married",1,2,2,2,1,1,1,2,1,1
"535",10,1,1,1,1,1,1,"Female",21,"High School","Full Time","Black","Other","Single",2,2,3,1,1,1,1,2,1,1
"536",10,1,2,1,1,1,1,"Female",56,"Degree","Full Time","White","Other","Separated",1,3,3,1,1,1,1,2,1,1
"537",10,1,3,1,1,1,1,"Female",35,"Some College","Full Time","Black","Christian","Single",2,1,4,1,1,1,1,2,1,1
"538",1,1,7,1,2,3,1,"Female",33,"Primary School","Self Employed","White","None","Single",2,4,2,4,1,1,2,2,2,1
"539",10,6,2,1,1,1,1,"Female",28,"Some College","Full Time","White","Other","Married",1,1,3,1,1,1,1,2,1,1
"540",7,4,3,0,1,1,1,"Female",19,"High School","Other","Black",NA,"Married",2,3,3,3,1,1,1,1,1,2
"541",10,1,1,1,1,1,1,"Male",38,"High School","Part Time","Black","None","Single",3,-1,4,2,1,1,1,2,1,1
"542",8,2,2,1,1,2,1,"Male",18,"Some College","Part Time","White","Catholic","Single",1,2,4,2,1,1,1,2,1,3
"543",9,5,5,1,1,2,1,"Female",27,"Some College","Part Time","Hispanic","None","Single",2,4,2,4,1,1,1,2,2,1
"544",10,1,2,1,1,1,1,"Female",31,"High School","Part Time","White","Catholic","Married",3,4,3,2,1,1,1,2,1,2
"545",10,1,2,1,1,1,1,"Female",36,"High School","Housewife","White","Catholic","Married",1,4,2,2,1,1,1,2,1,2
"546",10,1,6,1,1,3,1,"Male",43,"High School","Unemployed","White","None","Single",3,4,2,3,1,1,1,2,2,1
"547",9,1,7,1,1,2,1,"Male",22,"High School","Full Time","White","None","Married",4,3,2,3,1,-1,1,2,2,1
"548",10,1,3,1,1,2,1,"Female",36,"Some College","Full Time","White","Catholic","Married",1,1,2,1,1,1,1,2,1,1
"549",9,2,2,1,1,1,1,"Female",40,"High School","Full Time","White","None","Married",1,3,2,3,1,1,1,2,2,1
"550",8,1,3,1,1,2,1,"Male",48,"Some College","Full Time","White","Christian","Married",2,4,4,3,1,1,1,2,1,2
"551",10,1,2,1,1,1,1,"Female",49,"High School","Part Time","White","Other","Married",1,2,4,2,1,1,1,2,1,1
"552",10,1,2,1,1,1,1,"Female",38,"Primary School","Other","White","None","Single",1,3,3,3,1,1,1,2,1,1
"553",10,1,7,1,1,1,1,"Female",37,"Degree","Housewife","White","Catholic","Married",3,1,4,2,1,1,1,2,2,1
"554",1,8,7,0,2,4,1,"Male",25,"Degree","Part Time","White",NA,"Married",4,2,2,5,-1,-1,-1,1,2,2
"555",10,1,2,1,1,1,1,"Female",24,"Some College","Full Time","Hispanic","Catholic","Single",2,2,3,2,1,1,1,2,1,1
"556",10,1,2,1,1,1,1,"Female",21,"High School","Unemployed","Hispanic","Catholic","Single",2,2,3,2,1,1,1,2,1,1
"557",10,1,2,1,1,1,1,"Female",36,"High School","Part Time","Hispanic","Catholic","Married",2,-1,-1,-1,1,1,1,2,1,1
"558",10,1,7,1,1,1,1,"Female",72,"High School","Unemployed","Hispanic","None","Married",2,2,3,2,1,1,1,2,2,2
"559",10,1,2,1,1,1,1,"Female",45,"Degree","Self Employed","Hispanic","Catholic","Married",2,2,3,2,1,1,1,2,1,1
"560",10,1,4,1,1,1,1,"Female",30,"Some College","Unemployed","White","Catholic","Married",1,3,2,2,1,1,1,2,1,1
"561",10,1,2,1,1,1,1,"Female",22,"High School","Self Employed","Hispanic","Catholic","Single",1,3,3,3,1,1,1,2,1,1
"562",10,1,2,1,1,1,1,"Female",70,"Some College","Part Time","White","Christian","Separated",1,2,2,3,1,1,1,2,1,2
"563",7,2,7,1,1,2,1,"Male",40,"High School","Full Time","White",NA,"Married",3,4,1,4,1,1,1,2,2,1
"564",10,1,2,1,1,1,1,"Female",60,"Primary School","Full Time","White","Other","Married",2,2,5,1,1,1,1,2,1,2
"565",3,1,7,0,2,3,1,"Male",48,"High School","Full Time","White","None","Married",3,4,1,4,1,2,2,2,2,2
"566",1,1,5,0,3,2,1,"Male",19,"High School","Full Time","White","None","Single",1,3,5,3,2,2,1,2,2,3
"567",8,1,3,1,1,1,1,"Male",60,"High School","Full Time","White","Christian","Married",2,2,2,2,1,1,1,2,1,3
"568",10,1,2,1,1,1,1,"Female",44,"High School","Full Time","White","Christian","Married",1,2,1,4,1,1,1,2,1,1
"569",10,1,4,1,1,1,1,"Female",45,"High School","Self Employed","White","None","Married",2,2,3,2,1,1,1,2,1,1
"570",9,1,3,1,1,1,1,"Male",36,"High School","Full Time","White","Christian","Married",1,4,3,3,1,1,1,2,1,2
"571",10,3,2,1,1,1,1,"Female",38,"High School","Full Time","White","Christian","Married",2,3,3,2,1,1,1,2,1,1
"572",10,4,1,1,1,1,1,"Male",49,"High School","Full Time","White","Christian","Married",1,2,3,2,1,1,1,2,1,1
"573",9,1,3,1,1,1,1,"Female",19,"High School","Full Time","White","None","Married",2,4,2,4,1,1,1,1,2,2
"574",10,2,1,1,1,1,1,"Female",75,"High School","Unemployed","White","Catholic","Widowed",1,3,3,2,1,1,1,2,1,1
"575",10,1,2,1,1,1,1,"Female",38,"Degree","Part Time","White","Christian","Single",1,1,5,2,1,1,1,2,1,1
"576",9,3,3,1,1,2,1,"Female",27,"High School","Full Time","White","Other","Separated",2,3,3,3,1,1,1,2,2,1
"577",9,5,1,1,1,1,1,"Female",19,"Primary School","Part Time","Black","None","Single",1,3,5,1,1,1,1,1,1,1
"578",10,1,2,1,1,1,1,"Female",38,"Degree","Full Time","White","Other","Married",1,1,4,1,1,1,1,2,1,1
"579",10,5,1,1,1,1,1,"Male",30,"High School","Full Time","Black","Other","Single",2,1,4,2,1,1,1,2,1,1
"580",10,1,1,1,1,1,1,"Female",18,"High School","Full Time","Black","Other","Single",1,3,4,3,1,1,1,2,1,1
"581",10,1,2,1,1,1,1,"Male",61,"Degree","Full Time","White","Christian","Married",2,1,1,3,1,1,1,2,1,1
"582",10,1,2,1,1,1,1,"Female",24,"Some College","Full Time","Black","Other","Separated",1,1,3,2,1,1,1,2,2,1
"583",10,2,2,1,1,1,1,"Female",43,"Some College","Full Time","White","Other","Married",1,2,4,1,1,1,1,-1,1,1
"584",10,1,2,1,1,1,1,"Female",56,"High School","Self Employed","White","Christian","Married",1,3,2,2,1,1,1,2,1,2
"585",9,1,3,1,1,2,1,"Male",49,"High School","Full Time","White","Christian","Married",2,1,3,2,1,1,1,2,1,2
"586",10,2,2,1,1,1,1,"Male",45,"Degree","Full Time","White","Other","Married",2,4,2,3,1,1,1,2,1,1
"587",9,2,2,1,1,1,1,"Female",25,"Degree","Full Time","White","Christian","Single",2,4,2,2,1,1,1,2,1,1
"588",9,1,2,1,1,2,1,"Female",29,"Degree","Full Time","White","Other","Separated",2,3,2,3,1,1,1,2,1,1
"589",1,1,7,1,2,1,1,"Female",25,"Degree","Unemployed","White","None","Married",3,5,3,3,2,2,2,2,2,1
"590",10,1,1,1,1,1,1,"Male",70,"Degree","Unemployed","White","Christian","Married",1,2,3,2,1,1,1,2,1,1
"591",10,4,2,1,1,1,1,"Female",24,"High School","Full Time","White","None","Separated",1,2,2,2,1,1,1,2,1,1
"592",10,5,4,1,1,1,1,"Male",44,"High School","Full Time","White","Christian","Married",2,4,2,5,1,1,1,2,1,1
"593",10,1,2,1,1,1,1,"Female",47,"Degree","Full Time","White","Catholic","Married",1,4,4,2,1,1,1,2,1,1
"594",10,1,1,1,1,1,1,"Female",40,"High School","Part Time","Black","Christian","Single",1,4,4,1,2,1,1,1,1,1
"595",10,1,1,1,1,1,1,"Male",45,"High School","Full Time","White","Christian","Separated",2,3,4,2,1,1,1,2,1,2
"596",9,1,5,1,1,3,1,"Male",75,"High School","Unemployed","White","Christian","Single",3,3,2,2,1,2,1,2,2,1
"597",10,1,2,1,1,1,1,"Female",56,"High School","Unemployed","White","Christian","Married",3,4,2,3,1,1,1,2,1,1
"598",10,1,1,1,1,1,1,"Female",20,"High School","Housewife","White","Christian","Married",1,3,2,1,1,1,1,2,1,1
"599",10,1,1,1,1,1,1,"Female",52,"Degree","Full Time","White","Christian","Separated",1,2,2,2,1,1,1,2,1,1
"600",10,1,1,1,1,1,1,"Female",54,"High School","Housewife","White","Christian","Married",3,2,2,2,1,1,1,2,1,2
"601",7,2,7,1,1,3,1,"Female",38,"Some College","Full Time","White","None","Single",3,5,1,4,1,1,1,2,2,1
"602",9,1,2,1,1,1,1,"Female",45,"Degree","Full Time","White","Catholic","Separated",2,4,2,2,1,1,1,2,1,2
"603",10,1,2,1,1,1,1,"Male",47,"High School","Full Time","White","Catholic","Married",2,4,4,2,1,1,1,2,1,1
"604",10,2,2,1,1,1,1,"Female",72,"Degree","Self Employed","White","Catholic","Married",2,3,3,3,1,1,1,2,1,1
"605",4,2,2,1,1,2,1,"Male",49,"High School","Unemployed","White","Christian","Married",3,1,1,2,1,1,1,2,2,3
"606",6,1,7,0,1,3,1,"Male",81,"Degree","Unemployed","White","None","Widowed",3,3,2,2,1,1,1,-1,2,2
"607",9,1,4,1,1,1,1,"Female",37,"Degree","Housewife","White","Catholic","Married",3,4,2,4,1,1,1,2,2,1
"608",7,2,3,1,1,1,1,"Male",52,"Degree","Full Time","White","Other","Separated",2,4,4,2,1,1,1,2,1,3
"609",9,3,2,1,1,1,1,"Female",68,"High School","Unemployed","White","Christian","Married",2,2,4,2,1,1,1,2,1,2
"610",8,3,6,1,2,3,1,"Female",48,"Degree","Full Time","White",NA,"Separated",3,4,2,4,1,1,1,1,2,1
"611",10,4,7,1,1,2,1,"Female",26,"Degree","Other","White","Other","Single",4,5,1,5,1,1,1,1,2,1
"612",10,3,2,1,1,1,1,"Male",59,"Some College","Self Employed","White","Christian","Married",1,4,4,2,1,1,1,2,1,1
"613",7,1,3,1,1,2,1,"Female",35,"Degree","Full Time","White","Catholic","Married",2,4,4,2,1,1,1,2,1,1
"614",10,1,4,1,1,2,1,"Female",20,"Primary School","Part Time","Hispanic","Other","Single",2,3,2,4,1,1,1,1,2,1
"615",10,1,2,1,1,1,1,"Female",72,"Some College","Unemployed","Black","Other","Widowed",2,3,3,3,1,1,1,2,2,1
"616",10,1,1,1,1,1,1,"Female",54,"Primary School","Part Time","Black","Christian","Separated",1,1,2,1,1,1,1,2,1,1
"617",10,1,3,1,1,1,1,"Male",18,"High School","Other","Black","Other","Single",1,3,2,3,1,1,1,2,1,1
"618",1,1,2,1,1,1,1,"Female",57,"High School","Unemployed","White","Christian","Separated",2,1,3,2,1,1,1,2,1,1
"619",9,1,1,1,1,1,1,"Male",49,"High School","Full Time","White","None","Married",3,3,2,2,1,1,1,1,1,1
"620",10,5,3,1,1,1,1,"Male",22,"High School","Part Time","Hispanic",NA,"Single",2,2,4,2,1,1,1,1,1,2
"621",9,1,6,1,1,1,1,"Male",60,"Primary School","Unemployed","White","Other","Widowed",2,4,3,3,1,1,1,2,2,1
"622",9,1,3,1,1,2,1,"Male",45,"Degree","Full Time","White",NA,"Married",2,4,4,2,1,1,1,2,1,1
"623",9,1,2,1,1,1,1,"Male",24,"Degree","Part Time","Hispanic","Other","Married",2,5,4,2,1,1,1,2,1,1
"624",10,1,2,1,1,1,1,"Male",47,"Some College","Unemployed","Black","Other","Separated",2,3,4,2,1,1,1,2,2,2
"625",7,1,5,1,1,1,1,"Female",32,"High School","Housewife","White","Other","Married",2,4,3,2,1,1,1,2,1,1
"626",10,1,3,1,1,2,1,"Female",42,"Degree","Other","Other","Other","Married",1,3,3,3,1,1,1,2,2,1
"627",10,1,1,1,1,1,1,"Male",67,"High School","Unemployed","Hispanic","Catholic","Married",1,1,1,1,1,1,1,1,1,1
"628",9,1,2,1,1,2,1,"Female",69,"High School","Unemployed","White","Christian","Separated",2,4,4,2,1,1,1,2,1,2
"629",10,1,2,1,1,1,1,"Female",32,"Degree","Full Time","White","Christian","Single",2,3,2,4,1,1,1,2,1,1
"630",10,1,2,1,1,1,1,"Male",74,"Primary School","Other","Black","Christian","Separated",1,1,1,1,1,1,1,2,1,2
"631",10,1,2,1,1,1,1,"Female",68,"Primary School","Unemployed","White","Other","Widowed",1,1,5,1,1,1,1,2,1,1
"632",10,1,1,1,1,1,1,"Female",21,"Primary School","Unemployed","Other","Other","Single",3,2,2,3,1,1,1,2,1,2
"633",10,1,1,1,1,1,1,"Male",37,"Degree","Full Time","Hispanic","Christian","Married",2,1,5,1,1,1,1,2,1,1
"634",8,10,4,1,1,1,1,"Female",50,"High School","Full Time","White","Catholic","Separated",3,4,3,3,1,-1,1,1,1,1
"635",4,1,7,1,1,2,1,"Male",25,"High School","Full Time","White","None","Married",3,5,1,2,1,2,1,1,2,1
"636",9,1,3,1,1,2,1,"Male",86,"Degree","Unemployed","White","Other","Married",2,2,4,3,1,1,1,2,1,4
"637",9,3,3,1,1,2,1,"Female",43,"High School","Full Time","White","Other","Separated",2,1,2,1,1,1,1,2,1,2
"638",6,1,5,1,1,4,1,"Male",18,"Primary School","Part Time","White","None","Single",4,4,2,3,1,1,1,2,2,1
"639",7,1,4,1,1,2,1,"Male",35,"Primary School","Housewife","White","Christian","Married",2,3,3,2,1,1,1,2,1,2
"640",10,2,2,1,1,1,1,"Male",27,"Primary School","Full Time","Black","None","Married",3,2,2,4,1,1,1,2,1,1
"641",5,1,4,1,2,2,1,"Female",48,"High School","Unemployed","White","None","Married",2,3,2,3,1,1,1,2,2,1
"642",9,3,5,1,1,2,1,"Female",18,"High School","Other","Black","Christian","Single",3,3,3,2,1,1,1,2,2,1
"643",6,1,7,1,1,3,1,"Female",23,"Primary School","Full Time","White","None","Married",3,4,2,4,1,1,1,2,2,2
"644",10,1,1,1,1,1,1,"Female",67,"Some College","Unemployed","White","Other","Married",1,3,3,2,1,1,1,2,1,1
"645",10,4,4,1,1,1,1,"Male",32,"Primary School","Full Time","Hispanic","Catholic","Married",1,2,3,3,1,1,1,2,2,1
"646",10,2,3,1,1,3,1,"Male",31,"Primary School","Full Time","White","Catholic","Married",2,3,2,3,1,1,1,1,2,1
"647",8,1,6,1,2,1,1,"Female",29,"High School","Full Time","Hispanic","Other","Married",1,3,3,3,1,1,1,2,2,1
"648",10,1,1,1,1,1,1,"Male",40,"Degree","Full Time","White","Other","Separated",1,2,2,3,1,1,1,2,1,1
"649",5,6,7,0,2,2,1,"Female",47,"Primary School","Unemployed","White","None","Married",4,4,1,4,1,1,1,2,2,1
"650",6,1,7,1,2,4,1,"Female",38,"Primary School","Full Time","White","None","Separated",3,3,4,2,1,2,1,1,2,1
"651",7,2,7,1,-1,3,1,"Female",19,"High School","Other","Hispanic","Catholic","Married",3,3,2,3,1,1,1,2,2,1
"652",1,1,7,1,2,4,1,"Female",21,"High School","Unemployed","Hispanic","None","Married",4,3,1,3,1,-1,-1,2,2,3
"653",10,2,2,1,1,1,1,"Female",21,"High School","Other","Other","Catholic","Single",2,4,2,4,1,1,1,2,1,1
"654",10,5,6,1,1,1,1,"Male",43,"Degree","Self Employed","Black","Other","Single",1,1,1,3,1,1,1,2,2,1
"655",10,5,3,1,1,1,1,"Female",25,"High School","Other","Hispanic","None","Single",2,4,4,4,1,1,1,2,2,1
"656",10,5,3,1,2,1,1,"Male",44,"Primary School","Full Time","Hispanic","Catholic","Married",3,4,1,1,1,1,1,2,2,2
"657",6,2,5,0,2,1,1,"Male",18,"Primary School","Full Time","White","None","Single",3,2,3,3,1,1,1,2,2,1
"658",2,6,7,0,2,3,1,"Male",44,"Some College","Full Time","White","None","Single",3,4,1,4,1,1,1,2,2,2
"659",10,2,3,1,1,2,1,"Male",30,"High School","Full Time","Other","Catholic","Single",1,3,2,3,1,1,1,2,2,1
"660",6,2,7,0,2,2,1,"Male",40,"High School","Full Time","White","None","Separated",2,3,3,4,1,1,1,1,2,1
"661",3,2,7,1,2,3,1,"Male",32,"Degree","Full Time","Other","None","Single",3,4,2,4,1,2,1,2,2,3
"662",10,2,1,1,1,4,1,"Female",64,"Some College","Unemployed","White","Christian","Widowed",2,2,3,3,2,1,1,2,2,1
