"","pubblf1","prvblf4","othblf","pubact","pubact3","prvact","prvact2","iden1","iden2","prvblf","wave","sex","age","educ","work","ethnic","denom","marital"
"1100",3,1,1,2,2,1,2,1,1,10,3,"Male",45,"Degree","Full Time","Other","Catholic","Married"
"1101",2,1,1,3,2,1,2,1,1,10,3,"Female",40,"Some College","Full Time","White","Other","Married"
"1102",1,1,5,3,2,1,2,1,2,10,3,"Female",41,"Some College","Housewife","White","None","Married"
"1103",2,1,1,4,1,1,2,1,2,3,3,"Female",19,"High School","Other","White","Judaism","Single"
"1104",2,1,1,7,0,1,3,1,2,10,3,"Male",53,"Degree","Unemployed","Other","None","Separated"
"1105",4,2,1,7,0,0,4,3,4,1,3,"Female",34,"Degree","Full Time","White","None","Married"
"1106",3,1,1,3,2,1,3,2,2,8,3,"Male",43,"High School","Full Time","Hispanic","None","Married"
"1107",2,1,1,6,1,1,1,1,1,10,3,"Female",68,"High School","Housewife","White","None","Married"
"1108",3,1,1,7,0,0,2,2,3,7,3,"Male",46,"Degree","Unemployed","White","Other","Married"
"1109",2,1,1,4,0,1,2,2,3,4,3,"Male",42,"Degree","Full Time","White","None","Married"
"1110",3,1,1,7,0,0,3,2,4,3,3,"Male",52,"High School","Full Time","White","None","Married"
"1111",2,1,1,6,1,1,2,2,2,10,3,"Male",56,"High School","Full Time","White",NA,"Married"
"1112",3,2,3,6,0,0,2,2,4,2,3,"Male",56,"Degree","Full Time","White","Judaism","Married"
"1113",2,1,1,7,0,1,2,1,2,10,3,"Male",49,"High School","Unemployed","White","Other","Single"
"1114",4,1,1,7,0,1,2,2,3,2,3,"Female",63,"High School","Full Time","White","None","Separated"
"1115",2,1,1,7,0,1,3,2,4,3,3,"Male",41,"Degree","Full Time","White","None","Married"
"1116",1,1,1,2,2,1,2,1,1,10,3,"Female",60,"Degree","Unemployed","White","Christian","Married"
"1117",2,1,1,2,2,1,1,1,2,8,3,"Male",58,"Degree","Full Time","Other","Christian","Married"
"1118",2,1,1,3,1,1,2,1,1,10,3,"Female",36,"Primary School","Housewife","Hispanic","Catholic","Married"
"1119",3,1,1,7,0,0,3,2,3,2,3,"Male",61,"Some College","Unemployed","White","None","Married"
"1120",1,1,5,6,2,1,1,1,1,6,3,"Male",21,"High School","Unemployed","White","None","Single"
"1121",2,1,3,2,0,1,2,1,1,8,3,"Female",23,"Degree","Full Time","White","Catholic","Single"
"1122",4,1,1,7,0,0,3,1,2,10,3,"Female",67,"High School","Unemployed","Hispanic","None","Married"
"1123",3,1,1,6,0,0,2,2,3,6,3,"Male",42,"Degree","Full Time","Other","None","Single"
"1124",1,1,1,5,2,1,1,1,2,10,3,"Female",42,"Some College","Full Time","Hispanic","Other","Married"
"1125",2,1,1,2,2,1,2,1,1,10,3,"Female",52,"Degree","Full Time","White","Christian","Single"
"1126",2,1,1,6,1,0,2,1,1,8,3,"Male",51,"High School","Full Time","White","Christian","Married"
"1127",1,1,1,2,2,1,2,1,1,10,3,"Female",49,"High School","Part Time","White","Christian","Separated"
"1128",1,1,1,1,2,1,1,1,1,10,3,"Male",52,"High School","Self Employed","Black","Christian","Married"
"1129",1,1,1,7,0,1,3,1,1,10,3,"Female",29,"Degree","Full Time","Other","Christian","Married"
"1130",2,1,1,1,2,1,1,2,1,10,3,"Male",54,"Degree","Full Time","White","Christian","Married"
"1131",2,2,5,7,0,0,4,3,4,6,3,"Male",25,"Some College","Full Time","White","None","Single"
"1132",2,1,1,7,0,1,1,1,3,9,3,"Female",46,"Degree","Housewife","White","None","Married"
"1133",3,1,1,5,2,1,1,1,2,10,3,"Male",19,"High School","Unemployed","Black","None","Single"
"1134",2,2,1,7,0,0,2,2,4,1,3,"Female",39,"Degree","Other","White","None","Married"
"1135",2,1,1,2,2,1,2,1,1,8,3,"Male",47,"Some College","Full Time","White","Other","Married"
"1136",2,1,5,6,1,0,3,2,4,5,3,"Female",39,"High School","Full Time","White","None","Married"
"1137",1,1,1,3,2,1,2,1,2,5,3,"Female",22,"Some College","Full Time","White","Other","Single"
"1138",3,1,1,6,2,1,1,1,2,10,3,"Female",62,"High School","Part Time","White","Other","Separated"
"1139",2,1,1,1,2,1,2,1,1,10,3,"Male",61,"High School","Full Time","Black","Other","Separated"
"1140",2,1,1,1,2,1,2,1,1,10,3,"Female",63,"High School","Full Time","Black","Other","Widowed"
"1141",3,1,3,7,1,0,2,1,1,4,3,"Female",42,"High School","Other","White","None","Married"
"1142",3,2,4,7,0,0,1,3,4,1,3,"Female",42,"Some College","Unemployed","White","None","Married"
"1143",4,2,1,5,0,0,1,3,4,1,3,"Male",36,"Degree","Full Time","White","None","Married"
"1144",4,1,4,7,0,0,1,2,3,3,3,"Male",30,"Degree","Full Time","Other","None","Married"
"1145",1,1,1,5,1,1,2,1,1,9,3,"Male",41,"Degree","Full Time","White","Other","Single"
"1146",3,1,1,4,1,1,1,1,1,10,3,"Male",52,"High School","Unemployed","White","Other","Married"
"1147",3,1,2,7,0,1,2,2,2,10,3,"Female",20,"High School","Other","Black","None","Single"
"1148",1,1,4,2,2,1,2,1,1,5,3,"Female",26,"Some College","Full Time","White","Christian","Married"
"1149",3,1,5,7,0,0,3,2,4,7,3,"Female",20,"High School","Unemployed","White","None","Single"
"1150",1,1,2,7,1,1,3,2,2,8,3,"Male",75,"High School","Unemployed","White","Other","Separated"
"1151",2,1,1,2,2,NA,3,1,2,10,3,"Male",54,"Some College","Unemployed","Hispanic","Catholic","Married"
"1152",1,1,1,1,1,1,3,1,1,10,3,"Male",74,"Degree","Unemployed","White","Catholic","Married"
"1153",3,1,2,7,0,NA,2,2,3,6,3,"Male",55,"High School","Unemployed","White","Catholic","Widowed"
"1154",4,1,1,1,2,1,1,1,1,10,3,"Female",64,"High School","Unemployed","Black","Other","Married"
"1155",4,1,1,7,0,0,3,2,2,6,3,"Female",54,"High School","Unemployed","White","None","Separated"
"1156",2,1,1,1,2,0,2,1,2,10,3,"Male",35,"High School","Part Time","Hispanic","Other","Married"
"1157",2,1,NA,NA,0,NA,3,NA,2,8,3,"Male",54,"High School",NA,"White",NA,"Separated"
"1158",2,1,1,2,2,1,2,1,1,10,3,"Female",74,"Degree","Unemployed","White","Christian","Widowed"
"1159",2,1,1,4,1,1,3,1,2,6,3,"Male",37,"Degree","Full Time","White","Christian","Married"
"1160",2,1,1,2,2,1,1,1,1,10,3,"Male",54,"High School","Unemployed","Black","None","Separated"
"1161",4,2,1,7,0,0,4,3,4,1,3,"Female",30,"Degree","Other","White","None","Married"
"1162",3,1,4,7,1,0,3,2,1,5,3,"Male",54,"High School","Full Time","White","None","Widowed"
"1163",1,1,1,1,2,1,1,1,1,7,3,"Male",72,"Degree","Unemployed","White","Christian","Married"
"1164",3,1,10,7,0,1,2,2,3,10,3,"Male",23,"High School","Part Time","Black","None","Single"
"1165",1,1,1,2,2,1,2,1,1,9,3,"Female",64,"High School","Unemployed","White","Other","Separated"
"1166",1,1,1,1,2,1,1,1,1,10,3,"Female",43,"High School","Part Time","White","Other","Married"
"1167",3,1,1,2,2,1,1,1,1,10,3,"Female",63,"Degree","Full Time","White","Catholic","Married"
"1168",2,1,1,7,0,0,2,2,2,3,3,"Female",54,"High School","Full Time","White","Other","Married"
"1169",3,1,1,7,0,0,1,1,3,10,3,"Male",63,"High School","Unemployed","Black","None","Separated"
"1170",4,1,1,7,0,1,3,1,2,10,3,"Female",48,"Degree","Full Time","Black","Other","Single"
"1171",2,1,1,3,2,1,1,1,1,8,3,"Male",29,"Degree","Full Time","White","None","Married"
"1172",2,1,1,3,2,1,2,1,1,10,3,"Female",62,"High School","Unemployed","Other","Catholic","Single"
"1173",1,1,1,2,2,1,2,2,1,7,3,"Male",41,"Degree","Full Time","White","Judaism","Separated"
"1174",4,1,1,7,0,1,1,1,2,10,3,"Female",22,"High School","Unemployed","Black","None","Single"
"1175",NA,NA,NA,6,0,NA,NA,NA,2,NA,3,"Female",42,"Degree",NA,"Other","Other","Married"
"1176",4,2,5,7,0,0,1,3,4,1,3,"Male",42,"Degree","Full Time","White","None","Separated"
"1177",2,1,1,1,2,1,1,1,1,10,3,"Female",57,"High School","Full Time","Black","Other","Separated"
"1178",3,1,1,6,1,1,1,1,2,10,3,"Female",67,"High School","Unemployed","White","Catholic","Separated"
"1179",3,1,1,7,0,1,1,1,3,10,3,"Male",41,"High School","Full Time","Hispanic","None","Married"
"1180",3,1,1,6,1,0,1,2,1,10,3,"Female",24,"High School","Part Time","Hispanic","None","Married"
"1181",2,1,1,3,2,1,2,1,1,10,3,"Male",27,"High School","Housewife","Hispanic","None","Married"
"1182",3,1,1,6,2,0,3,1,2,10,3,"Male",52,"Primary School","Full Time","Hispanic","None","Married"
"1183",2,1,1,3,1,1,1,1,4,7,3,"Female",29,"High School","Part Time","White","Other","Married"
"1184",3,2,1,7,0,0,2,2,4,1,3,"Male",62,"High School","Unemployed","Hispanic","None","Married"
"1185",4,1,2,7,0,1,1,2,3,7,3,"Male",59,"Degree","Full Time","White","None","Single"
"1186",1,1,1,1,2,1,1,1,1,10,3,"Female",54,"Degree","Unemployed","White","Christian","Married"
"1187",2,1,5,7,0,0,3,1,1,10,3,"Male",57,"High School","Unemployed","Hispanic","None","Separated"
"1188",1,1,1,4,0,0,2,1,1,10,3,"Female",42,"Some College","Full Time","White","Other","Married"
"1189",1,1,5,7,1,1,1,1,1,7,3,"Male",22,"Some College","Other","Black","Christian","Single"
"1190",2,1,1,2,1,1,1,1,1,10,3,"Male",68,"High School","Full Time","White","Christian","Married"
"1191",1,1,1,1,2,1,1,1,1,10,3,"Male",63,"Some College","Full Time","White","Christian","Married"
"1192",2,1,1,2,2,1,3,1,1,10,3,"Female",66,"High School","Unemployed","White","Christian","Separated"
"1193",1,1,1,2,2,1,4,1,1,10,3,"Female",56,"Degree","Full Time","Black","Other","Married"
"1194",3,1,1,7,1,1,3,2,3,4,3,"Male",62,"High School","Unemployed","White","Christian","Separated"
"1195",4,1,1,4,0,1,2,2,4,10,3,"Female",47,"High School","Unemployed","Hispanic",NA,"Married"
"1196",2,1,1,5,0,1,1,1,1,10,3,"Female",93,"High School","Unemployed","White","Judaism","Widowed"
"1197",3,1,1,NA,1,1,1,NA,1,10,3,"Female",68,"High School","Unemployed","White","Christian","Widowed"
"1198",3,1,1,7,1,1,2,1,2,10,3,"Female",46,"High School","Full Time","Hispanic","Other","Married"
"1199",2,1,2,3,2,1,2,1,1,10,3,"Female",53,"High School","Self Employed","Black","Other","Separated"
"1200",1,1,1,1,2,1,1,1,1,10,3,"Male",35,"Primary School","Full Time","Hispanic","Other","Married"
"1201",2,1,1,2,2,1,2,1,1,10,3,"Female",41,"Degree","Part Time","White","Other","Married"
"1202",4,1,1,1,2,1,2,1,1,10,3,"Male",37,"Some College","Full Time","White","Other","Single"
"1203",3,1,3,1,2,1,1,1,1,9,3,"Male",70,"High School","Unemployed","White","Other","Married"
"1204",2,1,1,2,2,1,1,1,1,10,3,"Male",60,"Some College","Unemployed","Black","Other","Separated"
"1205",2,1,1,7,1,1,3,2,3,5,3,"Male",52,"High School","Full Time","White","None","Separated"
"1206",1,1,1,1,2,1,1,1,1,10,3,"Male",78,"Degree","Unemployed","White","Other","Married"
"1207",1,1,6,2,2,1,1,1,1,10,3,"Male",38,"High School","Unemployed","Black",NA,"Married"
"1208",4,2,10,2,0,1,2,1,4,10,3,"Female",18,"High School",NA,"Other","Catholic","Single"
"1209",2,1,1,4,1,1,2,1,2,8,3,"Male",57,"Some College","Part Time","White","Catholic","Separated"
"1210",2,1,2,2,2,1,1,1,NA,8,3,"Female",34,"Degree","Housewife","White","Christian","Married"
"1211",3,2,6,4,0,0,1,2,4,6,3,"Male",20,"High School","Other","Other","Other","Single"
"1212",4,1,1,7,1,1,2,2,3,4,3,"Female",52,"Degree","Full Time","White","Catholic","Separated"
"1213",2,1,5,2,1,1,NA,1,1,8,3,"Male",53,"Primary School","Part Time","Hispanic","Catholic","Married"
"1214",2,1,1,7,1,0,1,1,1,10,3,"Male",28,"Degree","Full Time","White","Catholic","Single"
"1215",1,1,1,2,2,1,3,1,1,10,3,"Female",50,"High School","Other","White","Christian","Separated"
"1216",2,1,1,4,1,1,2,1,2,9,3,"Male",58,"Degree","Full Time","White","Catholic","Married"
"1217",4,1,2,2,2,1,2,1,2,8,3,"Male",39,"Degree","Full Time","White","Catholic","Married"
"1218",2,1,2,6,1,0,2,2,3,7,3,"Male",68,"Degree","Unemployed","White","Catholic","Married"
"1219",2,1,1,1,2,1,2,1,2,5,3,"Male",36,"High School","Full Time","White","Other","Married"
"1220",3,1,1,7,0,1,2,2,3,8,3,"Male",50,"Degree","Full Time","White","Christian","Married"
"1221",2,1,1,7,0,1,2,2,2,7,3,"Female",51,"High School","Full Time","White","None","Married"
"1222",NA,1,1,2,2,1,2,1,1,9,3,"Female",80,"High School","Unemployed","White","Catholic","Widowed"
"1223",3,1,2,6,1,0,3,1,2,7,3,"Male",35,"Degree","Full Time","White","Other","Married"
"1224",2,1,1,2,2,1,1,1,1,10,3,"Female",51,"High School","Unemployed","White","Christian","Married"
"1225",2,1,1,1,2,1,1,1,2,10,3,"Female",22,"Some College","Unemployed","White","None","Single"
"1226",4,2,6,4,0,0,2,3,4,4,3,"Male",21,"Some College","Other","White","None","Single"
"1227",2,1,1,6,0,0,4,1,3,6,3,"Male",67,"High School","Full Time","White","Catholic","Widowed"
"1228",3,1,1,6,0,1,2,1,4,5,3,"Female",23,"Degree","Part Time","Hispanic","None","Single"
"1229",1,1,2,1,2,1,1,1,1,10,3,"Female",50,"Some College","Housewife","Black","Christian","Married"
"1230",2,1,1,6,0,1,1,1,2,8,3,"Female",49,"High School","Self Employed","White","None","Separated"
"1231",3,1,2,7,1,0,3,1,3,6,3,"Male",82,"Degree","Unemployed","White","Christian","Separated"
"1232",2,1,1,3,2,1,1,1,1,10,3,"Male",60,"High School","Unemployed","White","Other","Separated"
"1233",2,1,1,2,2,1,3,1,1,10,3,"Male",31,"Degree","Full Time","White","Other","Married"
"1234",3,1,6,3,1,0,2,2,3,5,3,"Female",25,"Primary School","Full Time","White","None","Single"
"1235",2,1,1,7,1,0,3,1,3,5,3,"Male",63,"High School","Full Time","White","Catholic","Married"
"1236",3,1,2,1,2,1,2,1,1,10,3,"Female",82,"Degree","Other","Other","Other","Married"
"1237",3,1,1,NA,1,0,3,2,3,6,3,"Female",63,"Degree","Full Time","White","Christian","Married"
"1238",3,1,1,2,2,1,2,1,1,10,3,"Female",36,"High School","Housewife","White","Other","Married"
"1239",3,2,3,7,0,0,2,2,4,2,3,"Male",57,"Some College","Full Time","White","None","Married"
"1240",3,1,1,7,0,0,3,2,4,1,3,"Male",58,"High School","Other","White","None","Single"
"1241",2,1,3,6,0,1,3,1,2,8,3,"Male",83,"High School","Part Time","White","None","Widowed"
"1242",2,1,1,2,2,1,1,2,2,7,3,"Male",65,"High School","Self Employed","White","Other","Married"
"1243",3,1,1,2,2,0,1,2,2,7,3,"Female",29,"Degree","Other","White","Other","Married"
"1244",2,1,2,3,2,1,3,1,1,10,3,"Female",38,"High School","Full Time","White","Other","Separated"
"1245",1,1,1,7,0,1,1,1,1,10,3,"Female",64,"Some College","Other","White","Other","Separated"
"1246",2,1,2,3,1,1,1,1,2,7,3,"Male",65,"High School","Unemployed","Black","Christian","Married"
"1247",3,1,1,6,0,1,2,1,3,NA,3,"Female",55,"High School","Self Employed","White","Christian","Married"
"1248",NA,1,NA,1,NA,1,1,NA,1,10,3,"Female",54,"High School",NA,"Black",NA,"Separated"
"1249",2,1,1,2,2,1,1,1,1,10,3,"Female",57,"High School","Unemployed","White","Christian","Married"
"1250",3,1,1,2,2,1,1,1,1,10,3,"Female",20,"Some College","Self Employed","White","Christian","Single"
"1251",1,1,1,1,2,1,2,1,1,10,3,"Female",34,"Degree","Full Time","White","Christian","Married"
"1252",2,1,1,3,2,1,1,2,1,10,3,"Male",30,"High School","Full Time","Black","None","Married"
"1253",2,1,1,1,2,1,1,1,1,10,3,"Female",19,"Some College","Other","White","Other","Single"
"1254",3,1,5,3,1,1,1,2,2,10,3,"Male",19,"High School","Full Time","Black","Other","Single"
"1255",4,2,1,7,0,0,2,2,3,1,3,"Male",19,"High School","Self Employed","Other","None","Married"
"1256",3,1,5,6,0,0,1,1,3,8,3,"Male",70,"Some College","Unemployed","Other","Other","Married"
"1257",1,1,1,1,2,1,1,1,1,10,3,"Male",48,"High School","Other","White","Other","Separated"
"1258",1,1,1,2,2,1,1,1,2,10,3,"Female",37,"Degree","Part Time","Hispanic","Christian","Single"
"1259",3,1,1,6,1,1,2,1,3,NA,3,"Female",58,"Some College","Unemployed","White","Christian","Married"
"1260",1,1,1,2,2,1,1,1,1,10,3,"Male",42,"Degree","Full Time","White","Catholic","Married"
"1261",2,1,2,2,1,1,2,1,2,6,3,"Male",19,"High School","Full Time","White","Other","Single"
"1262",2,1,1,1,2,1,2,1,1,10,3,"Male",23,"High School","Unemployed","White","Christian","Single"
"1263",1,1,1,2,2,1,1,1,1,10,3,"Male",41,"High School","Full Time","Hispanic","Catholic","Married"
"1264",3,NA,10,3,2,1,3,1,1,10,3,"Female",60,"High School","Full Time","Hispanic","Catholic","Married"
"1265",1,1,1,1,2,1,2,1,1,9,3,"Female",27,"Degree","Part Time","Black","Christian","Married"
"1266",4,2,1,7,0,0,3,3,4,1,3,"Female",27,"Degree","Full Time","White","None","Married"
"1267",1,1,1,4,1,1,3,2,2,7,3,"Male",59,"Degree","Unemployed","White","Christian","Married"
"1268",2,1,1,3,2,1,2,1,2,10,3,"Female",25,"Degree","Part Time","White","Catholic","Married"
"1269",2,1,1,3,2,1,2,1,1,10,3,"Female",42,"Degree","Housewife","Black","Other","Married"
"1270",4,2,6,7,0,0,2,2,4,1,3,"Female",25,"Some College","Full Time","White","None","Married"
"1271",2,1,6,2,2,1,2,1,1,10,3,"Male",80,"High School","Unemployed","Hispanic","Catholic","Married"
"1272",2,1,1,1,2,1,3,1,1,10,3,"Female",54,"Some College","Housewife","White","Christian","Married"
"1273",4,2,5,4,0,0,2,2,4,6,3,"Female",26,"Some College","Housewife","White","None","Married"
"1274",3,1,1,7,0,1,2,1,4,10,3,"Female",54,"High School","Full Time","White","None","Married"
"1275",2,1,1,5,0,1,2,1,2,7,3,"Female",56,"Degree","Full Time","White","None","Single"
"1276",1,1,1,6,1,1,1,1,1,10,3,"Male",25,"High School","Full Time","Black","Other","Married"
"1277",1,1,1,4,2,1,1,1,1,10,3,"Male",37,"Degree","Full Time","White","Christian","Single"
"1278",2,1,NA,5,0,1,4,NA,2,10,3,"Male",62,"Primary School","Full Time","Hispanic","Other","Separated"
"1279",4,2,1,7,0,1,2,3,3,7,3,"Male",37,"Some College","Unemployed","Other","None","Single"
"1280",1,1,4,2,2,1,3,1,1,6,3,"Female",64,"Primary School","Self Employed","Hispanic","Other","Separated"
"1281",3,1,1,2,0,1,2,1,2,10,3,"Female",50,"High School","Part Time","White","None","Married"
"1282",2,1,3,2,2,1,1,1,1,10,3,"Male",40,"Degree","Full Time","Black","Other","Married"
"1283",3,2,2,7,0,0,4,2,4,1,3,"Male",27,"Degree","Self Employed","White","Catholic","Single"
"1284",3,1,6,3,2,1,1,1,1,10,3,"Female",18,"High School","Full Time","Black","None","Separated"
"1285",2,1,1,7,0,1,4,1,2,8,3,"Male",39,"High School","Unemployed","White","None","Married"
"1286",2,1,1,4,0,0,3,1,3,4,3,"Female",20,"High School","Full Time","White","Catholic","Single"
"1287",2,1,1,2,2,1,2,1,1,10,3,"Male",35,"High School","Self Employed","Hispanic","Catholic","Married"
"1288",1,1,1,2,1,1,1,1,1,10,3,"Female",63,"High School",NA,"White","Christian","Married"
"1289",3,1,1,5,1,1,2,1,2,10,3,"Male",47,"High School","Other","White","Catholic","Single"
"1290",2,1,1,7,1,0,1,2,2,10,3,"Female",56,"High School","Other","Other","Other","Separated"
"1291",4,2,2,7,0,0,2,3,4,1,3,"Male",62,"Degree","Full Time","Other","None","Married"
"1292",3,1,4,5,1,1,2,1,1,3,3,"Female",31,"High School","Unemployed","Black","None","Single"
"1293",2,1,1,2,0,1,2,1,1,10,3,"Female",31,"High School","Full Time","Hispanic","None","Married"
"1294",2,1,3,6,1,1,1,1,2,10,3,"Male",35,"High School","Self Employed","Other","Catholic","Married"
"1295",3,1,2,6,0,0,1,1,2,10,3,"Male",52,"High School","Other","White","None","Married"
"1296",2,1,9,6,1,1,1,1,2,9,3,"Male",51,"High School","Full Time","White","Christian","Separated"
"1297",2,1,1,2,2,1,2,1,1,10,3,"Male",53,"Degree","Unemployed","White","Catholic","Married"
"1298",4,1,1,7,0,1,1,2,4,10,3,"Male",19,"High School","Other","Hispanic","None","Single"
"1299",2,1,2,5,1,1,2,1,1,10,3,"Male",28,"High School","Unemployed","White","Other","Single"
"1300",3,1,4,3,1,0,1,1,2,10,3,"Male",45,"Primary School","Full Time","Hispanic","Other","Married"
"1301",3,1,1,7,0,0,1,1,3,3,3,"Male",54,"High School","Full Time","White","Catholic","Married"
"1302",1,1,1,2,2,1,1,1,1,10,3,"Female",67,"Some College","Part Time","White","Christian","Married"
"1303",3,1,1,1,2,1,1,1,1,10,3,"Female",21,"High School","Full Time","White","Christian","Single"
"1304",2,1,1,2,2,1,3,1,1,10,3,"Female",50,"Degree","Other","White","Other","Married"
"1305",3,2,7,3,0,0,2,2,4,7,3,"Female",26,"Degree","Housewife","Other","None","Married"
"1306",3,1,7,6,1,1,2,1,1,10,3,"Female",66,"Degree","Unemployed","White","Catholic","Widowed"
"1307",3,1,5,7,0,0,2,2,3,5,3,"Male",23,"Some College","Other","Hispanic","None","Single"
"1308",3,1,1,6,0,1,1,1,1,10,3,"Female",32,"High School","Housewife","Black","None","Married"
"1309",2,1,1,6,1,1,1,1,3,9,3,"Male",81,"High School","Unemployed","White","Christian","Separated"
"1310",3,1,3,1,2,1,2,1,1,10,3,"Male",57,"Some College","Full Time","Black","None","Married"
"1311",1,1,1,1,2,1,1,1,1,10,3,"Female",33,"Degree","Part Time","White","Christian","Married"
"1312",1,1,3,2,2,1,3,1,1,10,3,"Male",28,"Some College","Full Time","White","Christian","Single"
"1313",3,1,2,3,1,1,2,1,2,8,3,"Male",33,"High School","Full Time","White","None","Married"
"1314",2,1,1,7,1,1,2,1,2,10,3,"Female",54,"High School","Full Time","White","Christian","Separated"
"1315",3,1,5,7,0,1,2,1,3,5,3,"Female",34,"High School","Other","White","None","Single"
"1316",4,1,1,7,0,0,1,2,3,5,3,"Male",54,"Degree","Full Time","White","Christian","Separated"
"1317",2,1,1,4,1,1,2,1,1,10,3,"Female",55,"Degree","Full Time","White","Other","Separated"
"1318",1,1,3,6,0,1,3,1,2,10,3,"Male",58,"High School","Unemployed","White","None","Single"
"1319",3,2,5,6,1,0,3,2,3,6,3,"Male",36,"High School","Full Time","White","Judaism","Separated"
"1320",4,2,6,7,0,0,3,2,4,1,3,"Male",60,"Degree","Unemployed","White","Judaism","Married"
"1321",1,1,3,2,2,1,1,1,NA,10,3,"Female",33,"Degree","Full Time","White","Christian","Married"
"1322",4,2,1,7,0,0,3,3,4,1,3,"Female",28,"Degree","Full Time","White","None","Single"
"1323",1,1,1,7,1,1,NA,1,2,10,3,"Female",62,"High School","Other","Other","None","Separated"
"1324",2,1,1,6,1,1,1,1,1,10,3,"Male",37,"Degree","Full Time","Black","None","Married"
"1325",2,1,1,4,0,1,1,1,2,10,3,"Female",46,"High School","Housewife","White","Catholic","Married"
"1326",1,1,1,2,2,1,1,2,2,8,3,"Female",47,"Degree","Full Time","Other","Catholic","Married"
"1327",1,1,1,2,2,1,2,1,1,10,3,"Male",78,"High School","Unemployed","White","Catholic","Married"
"1328",3,1,2,6,1,1,3,1,3,7,3,"Female",20,"Some College","Full Time","White","Christian","Single"
"1329",3,1,1,3,2,1,1,2,2,6,3,"Male",43,"Degree","Full Time","White","Judaism","Married"
"1330",2,1,1,4,1,1,2,1,2,10,3,"Male",31,"Degree","Full Time","White","Catholic","Single"
"1331",3,2,1,7,0,0,2,2,4,4,3,"Female",44,"Degree","Full Time","White","None","Single"
"1332",2,1,1,7,1,0,1,1,2,10,3,"Male",49,"Some College","Full Time","White","Christian","Separated"
"1333",2,1,1,2,1,1,2,2,1,10,3,"Female",32,"High School","Full Time","Hispanic","Other","Married"
"1334",1,1,1,3,1,1,1,1,1,10,3,"Female",61,"High School","Housewife","White","Catholic","Married"
"1335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Male",37,"Degree",NA,"Black",NA,"Single"
"1336",3,1,1,4,0,1,2,2,2,8,3,"Male",33,"Degree","Full Time","White","Judaism","Married"
"1337",3,1,1,7,0,1,3,2,3,7,3,"Female",51,"High School","Self Employed","White","None","Married"
"1338",2,1,1,4,1,1,1,1,2,9,3,"Female",60,"High School","Full Time","White","Catholic","Married"
"1339",1,1,3,4,2,1,2,1,1,10,3,"Male",51,"High School","Unemployed","White","None","Single"
"1340",1,1,1,1,2,1,1,1,1,10,3,"Male",66,"Degree","Unemployed","Other","Other","Married"
"1341",3,1,1,4,1,1,2,1,2,9,3,"Female",32,"Degree","Full Time","Other","Other","Married"
"1342",4,1,1,7,0,0,4,2,4,7,3,"Male",46,"High School","Unemployed","White","None","Married"
"1343",4,1,2,4,0,0,2,2,3,2,3,"Female",22,"Degree","Full Time","White","None","Single"
"1344",1,1,1,4,1,1,1,1,2,10,3,"Female",28,"Degree","Part Time","White","Christian","Married"
"1345",3,2,2,7,0,0,3,3,4,1,3,"Male",30,"Degree","Full Time","White","None","Married"
"1346",2,1,2,2,2,1,3,1,2,8,3,"Male",44,"Degree","Full Time","White","Catholic","Married"
"1347",3,1,1,6,0,0,2,2,2,5,3,"Female",59,"High School","Housewife","White","Catholic","Married"
"1348",1,1,2,2,2,1,2,1,2,9,3,"Female",61,"High School","Part Time","White","Christian","Single"
"1349",2,1,1,7,0,1,2,1,2,10,3,"Female",83,"Degree","Full Time","White","None","Separated"
"1350",3,2,1,7,0,0,3,2,3,1,3,"Male",34,"Some College","Part Time","White","None","Married"
"1351",1,1,1,2,2,1,2,1,1,10,3,"Female",67,"Degree","Housewife","White","Christian","Married"
"1352",3,2,1,7,0,0,2,3,4,1,3,"Female",37,"Degree","Full Time","White","None","Separated"
"1353",3,1,1,7,1,0,2,2,3,2,3,"Female",62,"Some College","Full Time","White","Catholic","Separated"
"1354",3,2,2,7,0,0,3,2,4,4,3,"Male",39,"High School","Full Time","White","None","Married"
"1355",2,1,2,2,2,1,2,1,1,10,3,"Female",60,"High School","Full Time","White","Catholic","Married"
"1356",2,1,1,2,2,1,2,1,1,9,3,"Female",69,"Some College","Unemployed","White","Catholic","Married"
"1357",2,1,1,4,1,1,3,1,2,8,3,"Female",62,"Degree","Unemployed","Hispanic","Catholic","Married"
"1358",2,1,1,3,2,1,2,1,1,10,3,"Male",40,"High School","Self Employed","White","None","Married"
"1359",4,1,1,4,0,1,1,1,2,9,3,"Female",53,"Some College","Full Time","White","Catholic","Married"
"1360",2,1,2,4,1,0,2,2,3,7,3,"Male",38,"Degree","Self Employed","White","Christian","Married"
"1361",3,1,10,7,0,1,2,2,4,3,3,"Male",30,"High School","Full Time","White","None","Married"
"1362",1,1,1,6,1,1,1,1,2,10,3,"Male",56,"Degree","Full Time","Black","Christian","Married"
"1363",2,1,1,2,2,1,2,1,1,10,3,"Female",39,"Degree","Full Time","Black","Christian","Married"
"1364",3,1,3,7,0,0,2,2,3,2,3,"Male",54,"Some College","Unemployed","White","None","Separated"
"1365",1,1,1,6,0,1,2,1,1,10,3,"Female",57,"High School","Unemployed","Other","None","Separated"
"1366",4,2,1,7,0,0,1,2,4,5,3,"Male",29,"High School","Unemployed","Hispanic","None","Single"
